"subject","task","item","start","end","duration","blink_number"
28,"sentence_DC",36,1747754110841,1747754110950,109,1
28,"sentence_DC",36,1747754111304,1747754111474,170,2
28,"sentence_DC",6,1747754116650,1747754116770,120,1
28,"sentence_DC",8,1747754121099,1747754121231,132,1
28,"sentence_DC",8,1747754121935,1747754122076,141,2
28,"sentence_DC",24,1747754127190,1747754127282,92,1
28,"sentence_DC",24,1747754127738,1747754127859,121,2
28,"sentence_DC",35,1747754132885,1747754133015,130,1
28,"sentence_DC",15,1747754153543,1747754153672,129,1
28,"sentence_DC",15,1747754154498,1747754154617,119,2
28,"sentence_DC",9,1747754160265,1747754160452,187,1
28,"sentence_DC",12,1747754165950,1747754166080,130,1
28,"sentence_DC",31,1747754171781,1747754171897,116,1
28,"sentence_DC",10,1747754176461,1747754176599,138,1
28,"sentence_DC",10,1747754177163,1747754177297,134,2
28,"sentence_DC",3,1747754198441,1747754198547,106,1
28,"sentence_DC",17,1747754203461,1747754203540,79,1
28,"sentence_DC",17,1747754204343,1747754204481,138,2
28,"sentence_DC",17,1747754206846,1747754206947,101,3
28,"sentence_DC",20,1747754210372,1747754210494,122,1
28,"sentence_DC",20,1747754211974,1747754212068,94,2
28,"sentence_DC",29,1747754216592,1747754216733,141,1
28,"sentence_DC",21,1747754221991,1747754222113,122,1
28,"sentence_DC",7,1747754355162,1747754355263,101,1
28,"sentence_DC",7,1747754355790,1747754355938,148,2
28,"sentence_DC",19,1747754360203,1747754360311,108,1
28,"sentence_DC",19,1747754360839,1747754360990,151,2
28,"sentence_DC",30,1747754365076,1747754365209,133,1
28,"sentence_DC",14,1747754369106,1747754369177,71,1
28,"sentence_DC",40,1747754373572,1747754373633,61,1
28,"sentence_DC",16,1747754392971,1747754393105,134,1
28,"sentence_DC",16,1747754393451,1747754393579,128,2
28,"sentence_DC",22,1747754397020,1747754397142,122,1
28,"sentence_DC",22,1747754397734,1747754397887,153,2
28,"sentence_DC",34,1747754401847,1747754401969,122,1
28,"sentence_DC",34,1747754402386,1747754402523,137,2
28,"sentence_DC",18,1747754405869,1747754405982,113,1
28,"sentence_DC",25,1747754409892,1747754409992,100,1
28,"sentence_DC",38,1747754430929,1747754431027,98,1
28,"sentence_DC",38,1747754431498,1747754431602,104,2
28,"sentence_DC",28,1747754437799,1747754437948,149,1
28,"sentence_DC",32,1747754445598,1747754445621,23,1
28,"sentence_DC",27,1747754450117,1747754450230,113,1
29,"sentence",32,1748344955512,1748344955622,110,1
29,"sentence",34,1748344979485,1748344979613,128,1
29,"sentence",16,1748344991563,1748344991685,122,1
29,"sentence",40,1748345034104,1748345034113,9,1
29,"sentence",14,1748345096864,1748345096927,63,1
29,"sentence",7,1748345128358,1748345128439,81,1
29,"sentence",28,1748345133979,1748345134083,104,1
29,"sentence",28,1748345135169,1748345135299,130,2
29,"sentence",10,1748345166318,1748345166428,110,1
29,"sentence",41,1748345176198,1748345176330,132,1
29,"sentence",1,1748345224438,1748345224548,110,1
29,"sentence",1,1748345224746,1748345224844,98,2
29,"sentence",56,1748345274223,1748345274325,102,1
29,"sentence",27,1748345418349,1748345418470,121,1
29,"sentence",55,1748345452554,1748345452566,12,1
29,"sentence_DC",31,1748344588033,1748344588132,99,1
29,"sentence_DC",2,1748344594735,1748344594853,118,1
29,"sentence_DC",12,1748344613115,1748344613205,90,1
29,"sentence_DC",12,1748344615042,1748344615174,132,2
29,"sentence_DC",12,1748344615291,1748344615397,106,3
29,"sentence_DC",40,1748344663770,1748344663826,56,1
29,"sentence_DC",10,1748344666858,1748344666981,123,1
29,"sentence_DC",34,1748344670069,1748344670192,123,1
29,"sentence_DC",18,1748344695181,1748344695338,157,1
29,"sentence_DC",27,1748344697497,1748344697583,86,1
29,"sentence_DC",26,1748344725458,1748344725550,92,1
29,"sentence_DC",5,1748344727468,1748344727580,112,1
29,"sentence_DC",14,1748344732621,1748344732732,111,1
29,"sentence_DC",30,1748344754741,1748344754857,116,1
29,"sentence_DC",6,1748344762828,1748344762946,118,1
29,"sentence_DC",4,1748344880537,1748344880645,108,1
3,"sentence",36,1724330009673,1724330009842,169,1
3,"sentence",25,1724330021817,1724330021950,133,1
3,"sentence",25,1724330024622,1724330024839,217,2
3,"sentence",21,1724330028993,1724330029100,107,1
3,"sentence",2,1724330129020,1724330129108,88,1
3,"sentence",18,1724330143879,1724330143989,110,1
3,"sentence",56,1724330201673,1724330201789,116,1
3,"sentence",59,1724330469683,1724330469809,126,1
3,"sentence",30,1724330590311,1724330590403,92,1
3,"sentence",10,1724330659298,1724330659308,10,1
3,"sentence",44,1724330784628,1724330784646,18,1
3,"sentence_DC",36,1724330930575,1724330930658,83,1
3,"sentence_DC",30,1724330942353,1724330942447,94,1
3,"sentence_DC",28,1724331052696,1724331052806,110,1
30,"sentence",54,1748348460805,1748348460865,60,1
30,"sentence",54,1748348462225,1748348462297,72,2
30,"sentence",54,1748348463421,1748348463497,76,3
30,"sentence",21,1748348469392,1748348469459,67,1
30,"sentence",21,1748348470300,1748348470372,72,2
30,"sentence",50,1748348473867,1748348473914,47,1
30,"sentence",50,1748348475030,1748348475075,45,2
30,"sentence",50,1748348475963,1748348476033,70,3
30,"sentence",60,1748348479405,1748348479419,14,1
30,"sentence",60,1748348480516,1748348480563,47,2
30,"sentence",60,1748348481332,1748348481465,133,3
30,"sentence",3,1748348484099,1748348484150,51,1
30,"sentence",3,1748348485092,1748348485193,101,2
30,"sentence",43,1748348507745,1748348507763,18,1
30,"sentence",42,1748348514235,1748348514281,46,1
30,"sentence",2,1748348519610,1748348519786,176,1
30,"sentence",13,1748348524109,1748348524168,59,1
30,"sentence",13,1748348525241,1748348525312,71,2
30,"sentence",13,1748348526180,1748348526264,84,3
30,"sentence",13,1748348527993,1748348528011,18,4
30,"sentence",26,1748348532049,1748348532094,45,1
30,"sentence",26,1748348533881,1748348533962,81,2
30,"sentence",30,1748348557854,1748348557920,66,1
30,"sentence",4,1748348562540,1748348562578,38,1
30,"sentence",53,1748348567376,1748348567449,73,1
30,"sentence",53,1748348569818,1748348569879,61,2
30,"sentence",53,1748348570460,1748348570536,76,3
30,"sentence",53,1748348572181,1748348572282,101,4
30,"sentence",33,1748348575731,1748348575815,84,1
30,"sentence",33,1748348576588,1748348576620,32,2
30,"sentence",33,1748348578062,1748348578120,58,3
30,"sentence",27,1748348581238,1748348581309,71,1
30,"sentence",27,1748348583086,1748348583128,42,2
30,"sentence",41,1748348753947,1748348753985,38,1
30,"sentence",41,1748348754994,1748348755076,82,2
30,"sentence",19,1748348758912,1748348758932,20,1
30,"sentence",40,1748348762439,1748348762489,50,1
30,"sentence",40,1748348763066,1748348763136,70,2
30,"sentence",40,1748348764284,1748348764392,108,3
30,"sentence",16,1748348768636,1748348768668,32,1
30,"sentence",52,1748348773148,1748348773189,41,1
30,"sentence",52,1748348773872,1748348773888,16,2
30,"sentence",52,1748348775473,1748348775532,59,3
30,"sentence",11,1748348796799,1748348796844,45,1
30,"sentence",11,1748348798293,1748348798426,133,2
30,"sentence",11,1748348798771,1748348798867,96,3
30,"sentence",55,1748348801864,1748348801930,66,1
30,"sentence",55,1748348803326,1748348803399,73,2
30,"sentence",15,1748348806989,1748348807035,46,1
30,"sentence",15,1748348807828,1748348807867,39,2
30,"sentence",38,1748348813292,1748348813353,61,1
30,"sentence",28,1748348816630,1748348816683,53,1
30,"sentence",28,1748348818274,1748348818351,77,2
30,"sentence",5,1748348839031,1748348839170,139,1
30,"sentence",5,1748348839559,1748348839664,105,2
30,"sentence",59,1748348842002,1748348842047,45,1
30,"sentence",59,1748348843522,1748348843647,125,2
30,"sentence",22,1748348847409,1748348847451,42,1
30,"sentence",22,1748348848325,1748348848386,61,2
30,"sentence",22,1748348849512,1748348849549,37,3
30,"sentence",25,1748348852809,1748348852855,46,1
30,"sentence",25,1748348854232,1748348854308,76,2
30,"sentence",18,1748348857719,1748348857807,88,1
30,"sentence",18,1748348858605,1748348858663,58,2
30,"sentence",18,1748348860263,1748348860319,56,3
30,"sentence",18,1748348861246,1748348861318,72,4
30,"sentence",47,1748348911137,1748348911271,134,1
30,"sentence",49,1748348915147,1748348915232,85,1
30,"sentence",49,1748348916721,1748348916785,64,2
30,"sentence",35,1748348921281,1748348921291,10,1
30,"sentence",35,1748348921513,1748348921584,71,2
30,"sentence",17,1748348924878,1748348924916,38,1
30,"sentence",44,1748348928981,1748348929020,39,1
30,"sentence",44,1748348930453,1748348930490,37,2
30,"sentence",34,1748348949904,1748348949990,86,1
30,"sentence",34,1748348951159,1748348951241,82,2
30,"sentence",32,1748348954592,1748348954630,38,1
30,"sentence",32,1748348956540,1748348956603,63,2
30,"sentence",10,1748348960982,1748348961059,77,1
30,"sentence",7,1748348966259,1748348966288,29,1
30,"sentence",7,1748348967109,1748348967212,103,2
30,"sentence",7,1748348967691,1748348967760,69,3
30,"sentence",48,1748348972788,1748348972803,15,1
30,"sentence",48,1748348973561,1748348973614,53,2
30,"sentence",48,1748348974892,1748348974966,74,3
30,"sentence",1,1748348995710,1748348995760,50,1
30,"sentence",14,1748348998247,1748348998292,45,1
30,"sentence",14,1748348999910,1748349000019,109,2
30,"sentence",51,1748349003647,1748349003736,89,1
30,"sentence",36,1748349008900,1748349008928,28,1
30,"sentence",39,1748349012222,1748349012246,24,1
30,"sentence",56,1748349115269,1748349115348,79,1
30,"sentence",56,1748349116005,1748349116135,130,2
30,"sentence",56,1748349117101,1748349117185,84,3
30,"sentence",58,1748349121475,1748349121527,52,1
30,"sentence",58,1748349122381,1748349122473,92,2
30,"sentence",58,1748349124824,1748349124848,24,3
30,"sentence",46,1748349155273,1748349155331,58,1
30,"sentence",46,1748349157085,1748349157178,93,2
30,"sentence",12,1748349161102,1748349161203,101,1
30,"sentence",23,1748349171868,1748349172203,335,1
30,"sentence",9,1748349193760,1748349193811,51,1
30,"sentence",9,1748349194995,1748349195031,36,2
30,"sentence",9,1748349195419,1748349195501,82,3
30,"sentence",20,1748349200778,1748349200843,65,1
30,"sentence",20,1748349202512,1748349202627,115,2
30,"sentence",37,1748349208020,1748349208034,14,1
30,"sentence",37,1748349208953,1748349209036,83,2
30,"sentence",37,1748349209936,1748349210016,80,3
30,"sentence",8,1748349216089,1748349216217,128,1
30,"sentence",8,1748349216597,1748349216683,86,2
30,"sentence",57,1748349222021,1748349222150,129,1
30,"sentence_DC",16,1748348049816,1748348049868,52,1
30,"sentence_DC",16,1748348052262,1748348052306,44,2
30,"sentence_DC",16,1748348054803,1748348054842,39,3
30,"sentence_DC",16,1748348057228,1748348057278,50,4
30,"sentence_DC",16,1748348058394,1748348058447,53,5
30,"sentence_DC",32,1748348064407,1748348064482,75,1
30,"sentence_DC",21,1748348068255,1748348068283,28,1
30,"sentence_DC",1,1748348071803,1748348071854,51,1
30,"sentence_DC",5,1748348076628,1748348076646,18,1
30,"sentence_DC",5,1748348076935,1748348077019,84,2
30,"sentence_DC",35,1748348097418,1748348097479,61,1
30,"sentence_DC",26,1748348100624,1748348100643,19,1
30,"sentence_DC",26,1748348101049,1748348101114,65,2
30,"sentence_DC",26,1748348101930,1748348102000,70,3
30,"sentence_DC",20,1748348105342,1748348105408,66,1
30,"sentence_DC",18,1748348109062,1748348109111,49,1
30,"sentence_DC",12,1748348112286,1748348112333,47,1
30,"sentence_DC",14,1748348164755,1748348164808,53,1
30,"sentence_DC",14,1748348165366,1748348165420,54,2
30,"sentence_DC",34,1748348171942,1748348171971,29,1
30,"sentence_DC",36,1748348175701,1748348175721,20,1
30,"sentence_DC",39,1748348178727,1748348178804,77,1
30,"sentence_DC",2,1748348198265,1748348198298,33,1
30,"sentence_DC",31,1748348202367,1748348202404,37,1
30,"sentence_DC",3,1748348205284,1748348205353,69,1
30,"sentence_DC",4,1748348208698,1748348208748,50,1
30,"sentence_DC",6,1748348212055,1748348212101,46,1
30,"sentence_DC",27,1748348231736,1748348231794,58,1
30,"sentence_DC",7,1748348235550,1748348235614,64,1
30,"sentence_DC",17,1748348238877,1748348238948,71,1
30,"sentence_DC",24,1748348242310,1748348242388,78,1
30,"sentence_DC",24,1748348242658,1748348242702,44,2
30,"sentence_DC",19,1748348245380,1748348245385,5,1
30,"sentence_DC",19,1748348246052,1748348246101,49,2
30,"sentence_DC",29,1748348326458,1748348326515,57,1
30,"sentence_DC",33,1748348329384,1748348329448,64,1
30,"sentence_DC",38,1748348332351,1748348332351,0,1
30,"sentence_DC",25,1748348335693,1748348335773,80,1
30,"sentence_DC",23,1748348357426,1748348357479,53,1
30,"sentence_DC",28,1748348360768,1748348360824,56,1
30,"sentence_DC",9,1748348364946,1748348364962,16,1
30,"sentence_DC",8,1748348368524,1748348368616,92,1
30,"sentence_DC",11,1748348371100,1748348371145,45,1
30,"sentence_DC",40,1748348390766,1748348390844,78,1
30,"sentence_DC",22,1748348394309,1748348394340,31,1
30,"sentence_DC",15,1748348397966,1748348398076,110,1
30,"sentence_DC",15,1748348398845,1748348398929,84,2
31,"sentence",30,1748352486134,1748352486198,64,1
31,"sentence",49,1748352704642,1748352704764,122,1
31,"sentence",39,1748352778445,1748352778539,94,1
31,"sentence",60,1748352791238,1748352791302,64,1
31,"sentence",24,1748352827345,1748352827421,76,1
31,"sentence",56,1748352888128,1748352888199,71,1
31,"sentence_DC",14,1748352200676,1748352200803,127,1
31,"sentence_DC",27,1748352359439,1748352359852,413,1
31,"sentence_DC",27,1748352361763,1748352361817,54,2
31,"sentence_DC",27,1748352362246,1748352362357,111,3
31,"sentence_DC",27,1748352362708,1748352362821,113,4
31,"sentence_DC",27,1748352363848,1748352363968,120,5
32,"sentence",35,1748355652787,1748355652894,107,1
32,"sentence",15,1748355656621,1748355656713,92,1
32,"sentence",15,1748355657884,1748355658004,120,2
32,"sentence",15,1748355658572,1748355658711,139,3
32,"sentence",48,1748355662716,1748355662812,96,1
32,"sentence",48,1748355663425,1748355663461,36,2
32,"sentence",48,1748355663584,1748355663698,114,3
32,"sentence",59,1748355666870,1748355666977,107,1
32,"sentence",59,1748355668510,1748355668590,80,2
32,"sentence",42,1748355671644,1748355671724,80,1
32,"sentence",42,1748355673354,1748355673447,93,2
32,"sentence",39,1748355692810,1748355692874,64,1
32,"sentence",39,1748355694955,1748355695029,74,2
32,"sentence",2,1748355699159,1748355699235,76,1
32,"sentence",2,1748355700419,1748355700474,55,2
32,"sentence",12,1748355704306,1748355704454,148,1
32,"sentence",12,1748355705015,1748355705143,128,2
32,"sentence",12,1748355705811,1748355705944,133,3
32,"sentence",12,1748355706851,1748355707020,169,4
32,"sentence",4,1748355709591,1748355709660,69,1
32,"sentence",4,1748355710574,1748355710662,88,2
32,"sentence",4,1748355711502,1748355711650,148,3
32,"sentence",4,1748355711918,1748355711993,75,4
32,"sentence",4,1748355712717,1748355712838,121,5
32,"sentence",50,1748355715950,1748355715973,23,1
32,"sentence",50,1748355716153,1748355716267,114,2
32,"sentence",50,1748355716734,1748355716803,69,3
32,"sentence",50,1748355717867,1748355717988,121,4
32,"sentence",44,1748355738412,1748355738490,78,1
32,"sentence",8,1748355741835,1748355741958,123,1
32,"sentence",8,1748355743680,1748355743783,103,2
32,"sentence",8,1748355744912,1748355745049,137,3
32,"sentence",38,1748355748805,1748355748914,109,1
32,"sentence",38,1748355749097,1748355749170,73,2
32,"sentence",38,1748355750228,1748355750331,103,3
32,"sentence",11,1748355756767,1748355756858,91,1
32,"sentence",11,1748355758094,1748355758174,80,2
32,"sentence",11,1748355759272,1748355759367,95,3
32,"sentence",29,1748355954941,1748355955001,60,1
32,"sentence",29,1748355956748,1748355956824,76,2
32,"sentence",29,1748355958402,1748355958461,59,3
32,"sentence",45,1748355962639,1748355962853,214,1
32,"sentence",45,1748355963251,1748355963352,101,2
32,"sentence",45,1748355963818,1748355963903,85,3
32,"sentence",45,1748355964544,1748355964602,58,4
32,"sentence",45,1748355965013,1748355965108,95,5
32,"sentence",45,1748355965792,1748355965895,103,6
32,"sentence",45,1748355966459,1748355966554,95,7
32,"sentence",45,1748355966868,1748355966948,80,8
32,"sentence",14,1748355970781,1748355970882,101,1
32,"sentence",14,1748355971302,1748355971401,99,2
32,"sentence",49,1748355974831,1748355974920,89,1
32,"sentence",49,1748355975123,1748355975198,75,2
32,"sentence",21,1748355979811,1748355979858,47,1
32,"sentence",21,1748355980101,1748355980192,91,2
32,"sentence",21,1748355981347,1748355981456,109,3
32,"sentence",58,1748356002298,1748356002350,52,1
32,"sentence",58,1748356003216,1748356003331,115,2
32,"sentence",34,1748356007418,1748356007494,76,1
32,"sentence",54,1748356014212,1748356014294,82,1
32,"sentence",54,1748356016309,1748356016409,100,2
32,"sentence",53,1748356022199,1748356022295,96,1
32,"sentence",53,1748356024272,1748356024455,183,2
32,"sentence",57,1748356031047,1748356031098,51,1
32,"sentence",57,1748356031645,1748356031708,63,2
32,"sentence",57,1748356032258,1748356032385,127,3
32,"sentence",25,1748356055017,1748356055094,77,1
32,"sentence",41,1748356061853,1748356062006,153,1
32,"sentence",41,1748356062397,1748356062482,85,2
32,"sentence",52,1748356065349,1748356065455,106,1
32,"sentence",52,1748356066104,1748356066197,93,2
32,"sentence",52,1748356068077,1748356068150,73,3
32,"sentence",31,1748356073558,1748356073634,76,1
32,"sentence",31,1748356075198,1748356075332,134,2
32,"sentence",31,1748356075485,1748356075570,85,3
32,"sentence",10,1748356079001,1748356079112,111,1
32,"sentence",10,1748356080771,1748356080863,92,2
32,"sentence",30,1748356146011,1748356146116,105,1
32,"sentence",30,1748356146688,1748356146811,123,2
32,"sentence",30,1748356146964,1748356147060,96,3
32,"sentence",23,1748356150476,1748356150549,73,1
32,"sentence",23,1748356151370,1748356151452,82,2
32,"sentence",23,1748356152724,1748356152830,106,3
32,"sentence",37,1748356156694,1748356156796,102,1
32,"sentence",37,1748356157471,1748356157592,121,2
32,"sentence",37,1748356158611,1748356158715,104,3
32,"sentence",16,1748356163960,1748356164038,78,1
32,"sentence",16,1748356164164,1748356164249,85,2
32,"sentence",16,1748356165282,1748356165384,102,3
32,"sentence",5,1748356186468,1748356186576,108,1
32,"sentence",47,1748356192645,1748356192730,85,1
32,"sentence",47,1748356193801,1748356193896,95,2
32,"sentence",24,1748356200021,1748356200089,68,1
32,"sentence",24,1748356201766,1748356201824,58,2
32,"sentence",33,1748356204087,1748356204171,84,1
32,"sentence",33,1748356204980,1748356205073,93,2
32,"sentence",33,1748356205301,1748356205449,148,3
32,"sentence",6,1748356210087,1748356210175,88,1
32,"sentence",6,1748356211058,1748356211191,133,2
32,"sentence",6,1748356212127,1748356212254,127,3
32,"sentence",46,1748356231987,1748356232072,85,1
32,"sentence",27,1748356235649,1748356235713,64,1
32,"sentence",27,1748356236318,1748356236423,105,2
32,"sentence",27,1748356237043,1748356237175,132,3
32,"sentence",3,1748356241821,1748356241835,14,1
32,"sentence",3,1748356241985,1748356242085,100,2
32,"sentence",22,1748356247756,1748356247824,68,1
32,"sentence",22,1748356248570,1748356248663,93,2
32,"sentence",22,1748356249002,1748356249044,42,3
32,"sentence",22,1748356249176,1748356249294,118,4
32,"sentence",22,1748356249409,1748356249534,125,5
32,"sentence",22,1748356250168,1748356250298,130,6
32,"sentence",17,1748356255110,1748356255160,50,1
32,"sentence",17,1748356256265,1748356256349,84,2
32,"sentence",18,1748356318145,1748356318262,117,1
32,"sentence",18,1748356318564,1748356318682,118,2
32,"sentence",18,1748356319919,1748356320017,98,3
32,"sentence",18,1748356322150,1748356322255,105,4
32,"sentence",13,1748356325860,1748356325963,103,1
32,"sentence",13,1748356326653,1748356326777,124,2
32,"sentence",55,1748356331337,1748356331433,96,1
32,"sentence",55,1748356331697,1748356331809,112,2
32,"sentence",55,1748356333264,1748356333357,93,3
32,"sentence",55,1748356333873,1748356334283,410,4
32,"sentence",32,1748356337267,1748356337335,68,1
32,"sentence",36,1748356341861,1748356341962,101,1
32,"sentence",36,1748356343407,1748356343510,103,2
32,"sentence",36,1748356344420,1748356344537,117,3
32,"sentence",36,1748356345017,1748356345182,165,4
32,"sentence",1,1748356365990,1748356366067,77,1
32,"sentence",1,1748356367152,1748356367261,109,2
32,"sentence",1,1748356367585,1748356367665,80,3
32,"sentence",1,1748356368096,1748356368264,168,4
32,"sentence",40,1748356372329,1748356372419,90,1
32,"sentence",40,1748356372830,1748356372946,116,2
32,"sentence",40,1748356373615,1748356373756,141,3
32,"sentence",40,1748356374290,1748356374407,117,4
32,"sentence",43,1748356378692,1748356378735,43,1
32,"sentence",43,1748356380128,1748356380236,108,2
32,"sentence",51,1748356383285,1748356383384,99,1
32,"sentence",51,1748356384278,1748356384399,121,2
32,"sentence",20,1748356389829,1748356389925,96,1
32,"sentence",20,1748356391159,1748356391281,122,2
32,"sentence",7,1748356413492,1748356413547,55,1
32,"sentence",7,1748356414713,1748356414773,60,2
32,"sentence",9,1748356421021,1748356421120,99,1
32,"sentence",9,1748356421906,1748356421977,71,2
32,"sentence",28,1748356426588,1748356426659,71,1
32,"sentence",28,1748356427163,1748356427294,131,2
32,"sentence",26,1748356433128,1748356433178,50,1
32,"sentence",26,1748356433477,1748356433574,97,2
32,"sentence",26,1748356434355,1748356434454,99,3
32,"sentence",19,1748356439736,1748356439847,111,1
32,"sentence_DC",36,1748355245335,1748355245354,19,1
32,"sentence_DC",36,1748355246250,1748355246342,92,2
32,"sentence_DC",37,1748355250006,1748355250120,114,1
32,"sentence_DC",12,1748355254459,1748355254581,122,1
32,"sentence_DC",12,1748355255319,1748355255392,73,2
32,"sentence_DC",12,1748355255801,1748355255921,120,3
32,"sentence_DC",27,1748355259812,1748355259858,46,1
32,"sentence_DC",27,1748355260062,1748355260149,87,2
32,"sentence_DC",27,1748355260460,1748355260604,144,3
32,"sentence_DC",27,1748355261251,1748355261355,104,4
32,"sentence_DC",27,1748355262853,1748355262949,96,5
32,"sentence_DC",34,1748355285166,1748355285227,61,1
32,"sentence_DC",1,1748355289231,1748355289313,82,1
32,"sentence_DC",11,1748355292330,1748355292445,115,1
32,"sentence_DC",38,1748355295779,1748355295887,108,1
32,"sentence_DC",38,1748355296612,1748355296728,116,2
32,"sentence_DC",38,1748355297168,1748355297288,120,3
32,"sentence_DC",40,1748355302188,1748355302311,123,1
32,"sentence_DC",39,1748355352784,1748355352893,109,1
32,"sentence_DC",32,1748355363098,1748355363187,89,1
32,"sentence_DC",15,1748355367021,1748355367142,121,1
32,"sentence_DC",15,1748355368029,1748355368129,100,2
32,"sentence_DC",15,1748355368360,1748355368479,119,3
32,"sentence_DC",14,1748355372802,1748355372907,105,1
32,"sentence_DC",5,1748355393361,1748355393450,89,1
32,"sentence_DC",25,1748355396738,1748355396842,104,1
32,"sentence_DC",25,1748355397890,1748355397989,99,2
32,"sentence_DC",35,1748355400464,1748355400564,100,1
32,"sentence_DC",26,1748355404799,1748355404897,98,1
32,"sentence_DC",26,1748355405421,1748355405449,28,2
32,"sentence_DC",4,1748355409074,1748355409178,104,1
32,"sentence_DC",31,1748355430047,1748355430144,97,1
32,"sentence_DC",31,1748355430607,1748355430781,174,2
32,"sentence_DC",2,1748355433376,1748355433496,120,1
32,"sentence_DC",2,1748355434327,1748355434437,110,2
32,"sentence_DC",3,1748355441934,1748355442046,112,1
32,"sentence_DC",3,1748355442207,1748355442380,173,2
32,"sentence_DC",33,1748355444429,1748355444490,61,1
32,"sentence_DC",33,1748355445353,1748355445514,161,2
32,"sentence_DC",22,1748355514765,1748355514858,93,1
32,"sentence_DC",13,1748355521355,1748355521488,133,1
32,"sentence_DC",13,1748355523145,1748355523204,59,2
32,"sentence_DC",29,1748355525847,1748355525967,120,1
32,"sentence_DC",29,1748355526135,1748355526255,120,2
32,"sentence_DC",29,1748355526426,1748355526516,90,3
32,"sentence_DC",8,1748355529832,1748355529901,69,1
32,"sentence_DC",8,1748355530076,1748355530113,37,2
32,"sentence_DC",28,1748355549278,1748355549416,138,1
32,"sentence_DC",10,1748355554481,1748355554600,119,1
32,"sentence_DC",23,1748355557152,1748355557254,102,1
32,"sentence_DC",19,1748355561390,1748355561521,131,1
32,"sentence_DC",18,1748355565252,1748355565363,111,1
32,"sentence_DC",18,1748355566355,1748355566425,70,2
32,"sentence_DC",21,1748355584277,1748355584384,107,1
32,"sentence_DC",16,1748355590567,1748355590668,101,1
32,"sentence_DC",20,1748355593751,1748355593858,107,1
32,"sentence_DC",20,1748355594044,1748355594133,89,2
33,"sentence",22,1748942982010,1748942982180,170,1
33,"sentence",22,1748942982361,1748942982513,152,2
33,"sentence",25,1748942988978,1748942989093,115,1
33,"sentence",25,1748942991591,1748942991753,162,2
33,"sentence",42,1748943008085,1748943008226,141,1
33,"sentence",3,1748943032298,1748943032432,134,1
33,"sentence",5,1748943042233,1748943042367,134,1
33,"sentence",17,1748943049174,1748943049303,129,1
33,"sentence",17,1748943049459,1748943049636,177,2
33,"sentence",21,1748943061065,1748943061180,115,1
33,"sentence",21,1748943062623,1748943062782,159,2
33,"sentence",56,1748943084425,1748943084528,103,1
33,"sentence",32,1748943090400,1748943090536,136,1
33,"sentence",37,1748943099267,1748943099378,111,1
33,"sentence",11,1748943108684,1748943108824,140,1
33,"sentence",48,1748943113628,1748943113776,148,1
33,"sentence",48,1748943116529,1748943116744,215,2
33,"sentence",18,1748943314793,1748943314915,122,1
33,"sentence",49,1748943329347,1748943329446,99,1
33,"sentence",53,1748943336334,1748943336467,133,1
33,"sentence",36,1748943347315,1748943347473,158,1
33,"sentence",31,1748943371886,1748943372000,114,1
33,"sentence",41,1748943394897,1748943395033,136,1
33,"sentence",24,1748943401581,1748943401739,158,1
33,"sentence",14,1748943434666,1748943434782,116,1
33,"sentence",15,1748943449312,1748943449472,160,1
33,"sentence",39,1748943455862,1748943455987,125,1
33,"sentence",47,1748943467240,1748943467427,187,1
33,"sentence",58,1748943491536,1748943491742,206,1
33,"sentence",43,1748943600106,1748943600280,174,1
33,"sentence",27,1748943606521,1748943606708,187,1
33,"sentence",13,1748943614830,1748943614977,147,1
33,"sentence",44,1748943631916,1748943632055,139,1
33,"sentence",51,1748943688777,1748943688893,116,1
33,"sentence",51,1748943690599,1748943690713,114,2
33,"sentence",55,1748943706280,1748943706422,142,1
33,"sentence",55,1748943710022,1748943710170,148,2
33,"sentence",30,1748943719307,1748943719491,184,1
33,"sentence",20,1748943727260,1748943727365,105,1
33,"sentence",35,1748943748379,1748943748583,204,1
33,"sentence",29,1748943754748,1748943754895,147,1
33,"sentence",7,1748943771402,1748943771590,188,1
33,"sentence",1,1748943778908,1748943779037,129,1
33,"sentence",52,1748943806753,1748943807018,265,1
33,"sentence",9,1748943811967,1748943812113,146,1
33,"sentence",50,1748943820192,1748943820324,132,1
33,"sentence",59,1748943826768,1748943826902,134,1
33,"sentence_DC",17,1748942530173,1748942530324,151,1
33,"sentence_DC",14,1748942534423,1748942534566,143,1
33,"sentence_DC",33,1748942537588,1748942537745,157,1
33,"sentence_DC",3,1748942542609,1748942542768,159,1
33,"sentence_DC",31,1748942547076,1748942547265,189,1
33,"sentence_DC",31,1748942547601,1748942548166,565,2
33,"sentence_DC",26,1748942569343,1748942569488,145,1
33,"sentence_DC",37,1748942573495,1748942573615,120,1
33,"sentence_DC",37,1748942574112,1748942574267,155,2
33,"sentence_DC",21,1748942585255,1748942585437,182,1
33,"sentence_DC",9,1748942589664,1748942589855,191,1
33,"sentence_DC",2,1748942711181,1748942711348,167,1
33,"sentence_DC",1,1748942715794,1748942715923,129,1
33,"sentence_DC",4,1748942724127,1748942724264,137,1
33,"sentence_DC",10,1748942727294,1748942727450,156,1
33,"sentence_DC",18,1748942766570,1748942766699,129,1
33,"sentence_DC",39,1748942788566,1748942788713,147,1
33,"sentence_DC",40,1748942793207,1748942793348,141,1
33,"sentence_DC",27,1748942797805,1748942797941,136,1
33,"sentence_DC",35,1748942802569,1748942802753,184,1
