"","sub","item","Freq","word_num","wordID","target","FFD","SFD","GD","TVT","Tracker"
"62",4,36,"low",6,"sincere","Yes",864.199951171875,864.199951171875,864.199951171875,1872.30004882812,"Webcam"
"63",4,11,"high",9,"lucky","Yes",NA,NA,NA,736.19995117188,"Webcam"
"64",4,55,"low",7,"purse","Yes",271.90014648438,271.90014648438,271.90014648438,1103.80004882813,"Webcam"
"65",4,30,"high",5,"quality","Yes",400,400,400,1168.09985351563,"Webcam"
"66",4,31,"low",4,"trendy","Yes",768.10009765625,768.10009765625,768.10009765625,768.10009765625,"Webcam"
"67",4,47,"low",5,"motel","Yes",368,368,368,368,"Webcam"
"68",4,39,"low",6,"nerdy","Yes",336,336,336,336,"Webcam"
"69",4,54,"low",7,"paradox","Yes",544,544,544,1120,"Webcam"
"70",4,7,"high",7,"classic","Yes",368,NA,1024,1024,"Webcam"
"71",4,46,"low",7,"pawn","Yes",NA,NA,NA,848,"Webcam"
"72",4,10,"high",5,"quiet","Yes",432,432,432,1520.10009765626,"Webcam"
"73",4,28,"high",5,"weather","Yes",975.89990234375,975.89990234375,975.89990234375,1519.89990234374,"Webcam"
"74",4,40,"low",8,"bulky","Yes",NA,NA,NA,1040.39990234376,"Webcam"
"75",4,53,"low",6,"folder","Yes",544,544,544,912.09985351563,"Webcam"
"76",4,41,"low",9,"stale","Yes",NA,NA,NA,1696.30004882813,"Webcam"
"77",4,13,"high",6,"normal","Yes",NA,NA,NA,240,"Webcam"
"78",4,12,"high",5,"bright","Yes",208.000000000005,208.000000000005,208.000000000005,208.000000000005,"Webcam"
"79",4,29,"high",5,"history","Yes",160.10009765625,NA,528.2001953125,1952.20019531251,"Webcam"
"80",4,32,"low",6,"leaky","Yes",NA,NA,NA,623.90014648437,"Webcam"
"81",4,6,"high",5,"clever","Yes",NA,NA,NA,176,"Webcam"
"82",4,24,"high",6,"picture","Yes",NA,NA,NA,1183.80004882812,"Webcam"
"83",6,14,"high",5,"warm","Yes",NA,NA,NA,817.89990234375,"Webcam"
"84",6,3,"high",5,"massive","Yes",258.10009765625,258.10009765625,258.10009765625,1119.400390625,"Webcam"
"85",6,60,"low",8,"porch","Yes",338.39990234375,NA,596,596,"Webcam"
"86",6,57,"low",10,"mentor","Yes",191.5,191.5,191.5,1170.2998046875,"Webcam"
"87",6,22,"high",9,"speed","Yes",206.300048828125,206.300048828125,206.300048828125,684.5,"Webcam"
"88",6,16,"high",5,"island","Yes",192.10009765625,NA,531.30029296875,642.60034179687,"Webcam"
"89",6,19,"high",5,"stage","Yes",162.10009765625,NA,368.500244140625,545.200195312495,"Webcam"
"90",6,5,"high",6,"famous","Yes",124.699951171875,124.699951171875,124.699951171875,124.699951171875,"Webcam"
"91",6,25,"high",9,"oil","Yes",286.10009765625,286.10009765625,286.10009765625,286.10009765625,"Webcam"
"92",6,42,"low",4,"prompt","Yes",478.5,478.5,478.5,478.5,"Webcam"
"93",6,21,"high",5,"water","Yes",161.699951171875,161.699951171875,161.699951171875,161.699951171875,"Webcam"
"94",6,38,"low",7,"rapid","Yes",NA,NA,NA,545.40014648438,"Webcam"
"95",6,27,"high",10,"table","Yes",NA,NA,NA,147.699951171875,"Webcam"
"96",6,48,"low",7,"heist","Yes",140,140,140,723.800048828125,"Webcam"
"97",6,11,"high",9,"lucky","Yes",NA,NA,NA,205.5,"Webcam"
"98",6,55,"low",7,"purse","Yes",132.10009765625,132.10009765625,132.10009765625,663,"Webcam"
"99",6,47,"low",5,"motel","Yes",191.400146484375,191.400146484375,191.400146484375,191.400146484375,"Webcam"
"100",6,39,"low",6,"nerdy","Yes",131.60009765625,131.60009765625,131.60009765625,131.60009765625,"Webcam"
"101",6,4,"high",7,"blue","Yes",NA,NA,NA,837.80004882812,"Webcam"
"102",6,7,"high",7,"classic","Yes",190.89990234375,190.89990234375,190.89990234375,271.09985351562,"Webcam"
"103",6,46,"low",7,"pawn","Yes",NA,NA,NA,390.199951171875,"Webcam"
"104",6,28,"high",5,"weather","Yes",161.199951171875,161.199951171875,161.199951171875,684.10009765625,"Webcam"
"105",6,40,"low",8,"bulky","Yes",132.60009765625,NA,486.7001953125,486.7001953125,"Webcam"
"106",6,41,"low",9,"stale","Yes",228.7998046875,228.7998046875,228.7998046875,1014.10009765625,"Webcam"
"107",6,33,"low",4,"sturdy","Yes",147.800048828125,147.800048828125,147.800048828125,147.800048828125,"Webcam"
"108",6,13,"high",6,"normal","Yes",147.300048828125,147.300048828125,147.300048828125,147.300048828125,"Webcam"
"109",6,23,"high",7,"system","Yes",147.39990234375,NA,324.7998046875,1613.69995117189,"Webcam"
"110",6,43,"low",7,"wavy","Yes",NA,NA,NA,420.199951171875,"Webcam"
"111",6,1,"high",5,"social","Yes",257.800048828125,257.800048828125,257.800048828125,257.800048828125,"Webcam"
"112",6,32,"low",6,"leaky","Yes",338.800048828125,338.800048828125,338.800048828125,338.800048828125,"Webcam"
"113",6,9,"high",8,"local","Yes",NA,NA,NA,346.599853515625,"Webcam"
"114",6,6,"high",5,"clever","Yes",NA,NA,NA,553.199951171875,"Webcam"
"115",6,24,"high",6,"picture","Yes",367.60009765625,NA,492.5,970.80004882812,"Webcam"
"116",6,37,"low",6,"prudent","Yes",147.199951171875,147.199951171875,147.199951171875,147.199951171875,"Webcam"
"117",7,50,"low",5,"maize","Yes",179,NA,366.10009765625,1566.2998046875,"Webcam"
"118",7,3,"high",5,"massive","Yes",124.699951171875,124.699951171875,124.699951171875,1363.59985351562,"Webcam"
"119",7,60,"low",8,"porch","Yes",178.10009765625,178.10009765625,178.10009765625,1227.1997070312,"Webcam"
"120",7,57,"low",10,"mentor","Yes",320.699951171875,320.699951171875,320.699951171875,2140.60009765628,"Webcam"
"121",7,16,"high",5,"island","Yes",94.099853515625,NA,398.599853515625,2272.49975585938,"Webcam"
"122",7,19,"high",5,"stage","Yes",188.39990234375,NA,414.19995117188,414.19995117188,"Webcam"
"123",7,17,"high",4,"market","Yes",NA,NA,NA,969.69970703124,"Webcam"
"124",7,5,"high",6,"famous","Yes",290.39990234375,290.39990234375,290.39990234375,1473.29980468751,"Webcam"
"125",7,25,"high",9,"oil","Yes",573.2001953125,573.2001953125,573.2001953125,573.2001953125,"Webcam"
"126",7,26,"high",10,"foot","Yes",139.5,139.5,139.5,793.60009765625,"Webcam"
"127",7,21,"high",5,"water","Yes",180.099853515625,180.099853515625,180.099853515625,767.599853515635,"Webcam"
"128",7,58,"low",6,"doorway","Yes",NA,NA,NA,1321.2004394532,"Webcam"
"129",7,38,"low",7,"rapid","Yes",155.099853515625,155.099853515625,155.099853515625,382.800048828125,"Webcam"
"130",7,27,"high",10,"table","Yes",573.7998046875,573.7998046875,573.7998046875,2487.39990234375,"Webcam"
"131",7,56,"low",6,"crow","Yes",125.7001953125,125.7001953125,125.7001953125,579.30004882813,"Webcam"
"132",7,59,"low",4,"lecture","Yes",227.699951171875,227.699951171875,227.699951171875,828.299804687505,"Webcam"
"133",7,11,"high",9,"lucky","Yes",398,398,398,398,"Webcam"
"134",7,55,"low",7,"purse","Yes",524.80004882812,524.80004882812,524.80004882812,524.80004882812,"Webcam"
"135",7,39,"low",6,"nerdy","Yes",NA,NA,NA,733.39965820312,"Webcam"
"136",7,4,"high",7,"blue","Yes",195.199951171875,195.199951171875,195.199951171875,740.39990234376,"Webcam"
"137",7,46,"low",7,"pawn","Yes",368.39990234375,368.39990234375,368.39990234375,532.7998046875,"Webcam"
"138",7,28,"high",5,"weather","Yes",172.199951171875,172.199951171875,172.199951171875,717.40014648437,"Webcam"
"139",7,40,"low",8,"bulky","Yes",218.80004882812,218.80004882812,218.80004882812,375.49999999999,"Webcam"
"140",7,33,"low",4,"sturdy","Yes",766.899902343755,766.899902343755,766.899902343755,1704.099609375,"Webcam"
"141",7,23,"high",7,"system","Yes",195.10009765625,NA,374.40014648437,881.30004882815,"Webcam"
"142",7,43,"low",7,"wavy","Yes",148.39990234375,148.39990234375,148.39990234375,800.2001953125,"Webcam"
"143",7,12,"high",5,"bright","Yes",NA,NA,NA,123.89990234375,"Webcam"
"144",7,1,"high",5,"social","Yes",510.5,510.5,510.5,1087.09985351563,"Webcam"
"145",7,6,"high",5,"clever","Yes",140.39990234375,140.39990234375,140.39990234375,140.39990234375,"Webcam"
"146",7,45,"low",8,"dire","Yes",266.59985351562,266.59985351562,266.59985351562,431.30004882812,"Webcam"
"147",7,24,"high",6,"picture","Yes",140.2998046875,NA,513.499755859375,691.499755859375,"Webcam"
"148",8,50,"low",5,"maize","Yes",177.599853515625,177.599853515625,177.599853515625,177.599853515625,"Webcam"
"149",8,14,"high",5,"warm","Yes",163.400146484375,163.400146484375,163.400146484375,414.800048828125,"Webcam"
"150",8,3,"high",5,"massive","Yes",176.5,176.5,176.5,176.5,"Webcam"
"151",8,60,"low",8,"porch","Yes",125.599853515625,125.599853515625,125.599853515625,125.599853515625,"Webcam"
"152",8,22,"high",9,"speed","Yes",199.19995117188,199.19995117188,199.19995117188,199.19995117188,"Webcam"
"153",8,16,"high",5,"island","Yes",287,287,287,287,"Webcam"
"154",8,19,"high",5,"stage","Yes",346,346,346,346,"Webcam"
"155",8,17,"high",4,"market","Yes",118,118,118,118,"Webcam"
"156",8,18,"high",5,"house","Yes",124.60009765625,124.60009765625,124.60009765625,124.60009765625,"Webcam"
"157",8,25,"high",9,"oil","Yes",287.90014648437,287.90014648437,287.90014648437,287.90014648437,"Webcam"
"158",8,42,"low",4,"prompt","Yes",140,140,140,140,"Webcam"
"159",8,21,"high",5,"water","Yes",132.699951171875,132.699951171875,132.699951171875,132.699951171875,"Webcam"
"160",8,58,"low",6,"doorway","Yes",191.60009765625,NA,369.400146484375,369.400146484375,"Webcam"
"161",8,38,"low",7,"rapid","Yes",272.60009765625,NA,404.89990234375,404.89990234375,"Webcam"
"162",8,27,"high",10,"table","Yes",131.89990234375,NA,264.49975585937,264.49975585937,"Webcam"
"163",8,48,"low",7,"heist","Yes",168.80004882813,168.80004882813,168.80004882813,168.80004882813,"Webcam"
"164",8,36,"low",6,"sincere","Yes",220.60009765625,NA,360.5,360.5,"Webcam"
"165",8,56,"low",6,"crow","Yes",154.300048828125,154.300048828125,154.300048828125,154.300048828125,"Webcam"
"166",8,59,"low",4,"lecture","Yes",626.800048828125,626.800048828125,626.800048828125,626.800048828125,"Webcam"
"167",8,30,"high",5,"quality","Yes",132.199951171875,132.199951171875,132.199951171875,132.199951171875,"Webcam"
"168",8,15,"high",4,"cold","Yes",331.500000000005,331.500000000005,331.500000000005,331.500000000005,"Webcam"
"169",8,39,"low",6,"nerdy","Yes",207,207,207,207,"Webcam"
"170",8,44,"low",4,"avid","Yes",220.699951171875,NA,368.099853515625,368.099853515625,"Webcam"
"171",8,4,"high",7,"blue","Yes",191.09985351563,191.09985351563,191.09985351563,382.69995117188,"Webcam"
"172",8,7,"high",7,"classic","Yes",132.800048828125,NA,419.90014648437,419.90014648437,"Webcam"
"173",8,46,"low",7,"pawn","Yes",190.199951171875,NA,308.199951171875,308.199951171875,"Webcam"
"174",8,13,"high",6,"normal","Yes",125.39990234375,NA,478.199951171875,478.199951171875,"Webcam"
"175",8,23,"high",7,"system","Yes",318.09985351563,NA,413.39990234376,413.39990234376,"Webcam"
"176",8,43,"low",7,"wavy","Yes",147,NA,404.199951171885,404.199951171885,"Webcam"
"177",8,12,"high",5,"bright","Yes",80.599853515625,80.599853515625,80.599853515625,80.599853515625,"Webcam"
"178",8,29,"high",5,"history","Yes",110.5,NA,258.2001953125,258.2001953125,"Webcam"
"179",8,32,"low",6,"leaky","Yes",154.5,154.5,154.5,154.5,"Webcam"
"180",8,6,"high",5,"clever","Yes",95.10009765625,95.10009765625,95.10009765625,95.10009765625,"Webcam"
"181",8,45,"low",8,"dire","Yes",234.80004882812,234.80004882812,234.80004882812,234.80004882812,"Webcam"
"182",8,24,"high",6,"picture","Yes",140.60009765625,140.60009765625,140.60009765625,140.60009765625,"Webcam"
"183",8,37,"low",6,"prudent","Yes",NA,NA,NA,214.300048828125,"Webcam"
"184",13,26,"low",10,"heel","Yes",NA,NA,NA,1040.19995117187,"Webcam"
"185",14,26,"low",10,"heel","Yes",255.800048828125,255.800048828125,255.800048828125,1967.80004882812,"Webcam"
"186",17,14,"low",5,"airy","Yes",831.85986328125,831.85986328125,831.85986328125,831.85986328125,"Webcam"
"187",17,60,"high",8,"floor","Yes",NA,NA,NA,592.02001953125,"Webcam"
"188",17,22,"low",9,"tempo","Yes",608.28002929688,608.28002929688,608.28002929688,608.28002929688,"Webcam"
"189",17,25,"low",9,"gel","Yes",512.10009765625,512.10009765625,512.10009765625,512.10009765625,"Webcam"
"190",17,27,"low",10,"couch","Yes",784.06005859375,784.06005859375,784.06005859375,784.06005859375,"Webcam"
"191",17,55,"high",7,"money","Yes",608,NA,1472.02001953125,1472.02001953125,"Webcam"
"192",17,4,"low",7,"cyan","Yes",832.01977539062,832.01977539062,832.01977539062,832.01977539062,"Webcam"
"193",17,7,"low",7,"archaic","Yes",576.07983398438,576.07983398438,576.07983398438,576.07983398438,"Webcam"
"194",17,53,"high",6,"record","Yes",NA,NA,NA,176.05981445312,"Webcam"
"195",17,33,"high",4,"strong","Yes",NA,NA,NA,768.1201171875,"Webcam"
"196",17,13,"low",6,"casual","Yes",NA,NA,NA,271.979980468741,"Webcam"
"197",17,23,"low",7,"server","Yes",416.09985351562,416.09985351562,416.09985351562,416.09985351562,"Webcam"
"198",17,12,"low",5,"docile","Yes",NA,NA,NA,416.02001953124,"Webcam"
"199",17,8,"low",4,"blunt","Yes",NA,NA,NA,368.05981445312,"Webcam"
"200",18,50,"high",5,"sugar","Yes",NA,NA,NA,1037.90014648438,"Webcam"
"201",18,14,"low",5,"airy","Yes",NA,NA,NA,146.39990234375,"Webcam"
"202",18,3,"low",5,"sizable","Yes",132,132,132,132,"Webcam"
"203",18,34,"high",4,"nice","Yes",NA,NA,NA,161.80004882813,"Webcam"
"204",18,60,"high",8,"floor","Yes",190.89990234375,190.89990234375,190.89990234375,190.89990234375,"Webcam"
"205",18,57,"high",10,"father","Yes",NA,NA,NA,1239.89990234376,"Webcam"
"206",18,22,"low",9,"tempo","Yes",NA,NA,NA,287.10009765625,"Webcam"
"207",18,16,"low",5,"lagoon","Yes",214,214,214,530.30004882812,"Webcam"
"208",18,19,"low",5,"foyer","Yes",213.19995117187,213.19995117187,213.19995117187,721.19995117187,"Webcam"
"209",18,17,"low",4,"tavern","Yes",256.099853515625,256.099853515625,256.099853515625,256.099853515625,"Webcam"
"210",18,5,"low",6,"solemn","Yes",610.19995117188,610.19995117188,610.19995117188,1677.19970703125,"Webcam"
"211",18,52,"high",4,"rain","Yes",95.800048828125,95.800048828125,95.800048828125,95.800048828125,"Webcam"
"212",18,20,"low",5,"prism","Yes",338.19995117188,NA,515.50000000001,515.50000000001,"Webcam"
"213",18,18,"low",5,"shack","Yes",155.80004882813,155.80004882813,155.80004882813,649.89990234376,"Webcam"
"214",18,2,"low",7,"beige","Yes",272.19995117187,272.19995117187,272.19995117187,624.49975585937,"Webcam"
"215",18,25,"low",9,"gel","Yes",478.60009765625,478.60009765625,478.60009765625,478.60009765625,"Webcam"
"216",18,42,"high",4,"proper","Yes",177,177,177,332.2001953125,"Webcam"
"217",18,26,"low",10,"heel","Yes",574.5,574.5,574.5,574.5,"Webcam"
"218",18,21,"low",5,"sewer","Yes",288,288,288,288,"Webcam"
"219",18,58,"high",6,"bedroom","Yes",NA,NA,NA,457.09985351562,"Webcam"
"220",18,27,"low",10,"couch","Yes",353.59985351562,353.59985351562,353.59985351562,353.59985351562,"Webcam"
"221",18,48,"high",7,"crime","Yes",310.09985351562,310.09985351562,310.09985351562,310.09985351562,"Webcam"
"222",18,36,"high",6,"welcome","Yes",332.5,332.5,332.5,568.2998046875,"Webcam"
"223",18,56,"high",6,"bird","Yes",95.800048828125,95.800048828125,95.800048828125,243.300048828125,"Webcam"
"224",18,59,"high",4,"meeting","Yes",NA,NA,NA,138.69995117187,"Webcam"
"225",18,11,"low",9,"plush","Yes",191.69995117187,191.69995117187,191.69995117187,191.69995117187,"Webcam"
"226",18,55,"high",7,"money","Yes",191.80004882813,191.80004882813,191.80004882813,191.80004882813,"Webcam"
"227",18,31,"high",4,"modern","Yes",213.60009765625,213.60009765625,213.60009765625,213.60009765625,"Webcam"
"228",18,39,"high",6,"happy","Yes",288.699951171875,288.699951171875,288.699951171875,916.199951171875,"Webcam"
"229",18,44,"high",4,"keen","Yes",154.400146484375,154.400146484375,154.400146484375,154.400146484375,"Webcam"
"230",18,54,"high",7,"problem","Yes",207,207,207,382.90014648437,"Webcam"
"231",18,4,"low",7,"cyan","Yes",176,176,176,449.10009765625,"Webcam"
"232",18,7,"low",7,"archaic","Yes",NA,NA,NA,332.39990234376,"Webcam"
"233",18,46,"high",7,"wine","Yes",381.40014648438,381.40014648438,381.40014648438,771.20019531251,"Webcam"
"234",18,51,"high",5,"staff","Yes",720.09985351563,720.09985351563,720.09985351563,1147.49975585938,"Webcam"
"235",18,28,"low",5,"terrain","Yes",213.5,NA,603.5,603.5,"Webcam"
"236",18,40,"high",8,"heavy","Yes",198.30004882812,198.30004882812,198.30004882812,198.30004882812,"Webcam"
"237",18,53,"high",6,"record","Yes",NA,NA,NA,449.10009765625,"Webcam"
"238",18,41,"high",9,"usual","Yes",NA,NA,NA,750.50000000001,"Webcam"
"239",18,33,"high",4,"strong","Yes",NA,NA,NA,339.60009765625,"Webcam"
"240",18,13,"low",6,"casual","Yes",191.10009765625,191.10009765625,191.10009765625,191.10009765625,"Webcam"
"241",18,23,"low",7,"server","Yes",NA,NA,NA,470.49999999999,"Webcam"
"242",18,12,"low",5,"docile","Yes",NA,NA,NA,398.2001953125,"Webcam"
"243",18,8,"low",4,"blunt","Yes",NA,NA,NA,420.90014648437,"Webcam"
"244",18,32,"high",6,"large","Yes",192.40014648438,192.40014648438,192.40014648438,192.40014648438,"Webcam"
"245",18,6,"low",5,"astute","Yes",132.599853515625,132.599853515625,132.599853515625,213.399902343745,"Webcam"
"246",18,24,"low",6,"proverb","Yes",206.2001953125,206.2001953125,206.2001953125,426.90014648438,"Webcam"
"247",18,37,"high",6,"careful","Yes",449.399902343755,449.399902343755,449.399902343755,449.399902343755,"Webcam"
"248",18,35,"high",6,"lovely","Yes",205.69995117188,205.69995117188,205.69995117188,559.09985351563,"Webcam"
"249",19,26,"low",10,"heel","Yes",463.199951171875,463.199951171875,463.199951171875,1907.19946289062,"Webcam"
"250",20,50,"high",5,"sugar","Yes",NA,NA,NA,602.799804687495,"Webcam"
"251",20,14,"low",5,"airy","Yes",735.80004882813,NA,1170.69995117188,1170.69995117188,"Webcam"
"252",20,3,"low",5,"sizable","Yes",368.400146484375,NA,1260.90014648438,1260.90014648438,"Webcam"
"253",20,60,"high",8,"floor","Yes",191.89990234375,191.89990234375,191.89990234375,721.60009765625,"Webcam"
"254",20,57,"high",10,"father","Yes",257.5,257.5,257.5,257.5,"Webcam"
"255",20,22,"low",9,"tempo","Yes",NA,NA,NA,1305.49975585937,"Webcam"
"256",20,19,"low",5,"foyer","Yes",NA,NA,NA,359.199951171875,"Webcam"
"257",20,20,"low",5,"prism","Yes",222.60009765625,NA,803.300048828125,803.300048828125,"Webcam"
"258",20,2,"low",7,"beige","Yes",618.5,NA,838.5,949,"Webcam"
"259",20,25,"low",9,"gel","Yes",272.699951171875,272.699951171875,272.699951171875,634.099853515625,"Webcam"
"260",20,42,"high",4,"proper","Yes",589.5,589.5,589.5,589.5,"Webcam"
"261",20,26,"low",10,"heel","Yes",701.09985351562,NA,848.29980468749,848.29980468749,"Webcam"
"262",20,38,"high",7,"quick","Yes",110.7998046875,110.7998046875,110.7998046875,332.09985351562,"Webcam"
"263",20,27,"low",10,"couch","Yes",191.39990234375,191.39990234375,191.39990234375,494.699951171875,"Webcam"
"264",20,48,"high",7,"crime","Yes",176,NA,367.89990234375,904,"Webcam"
"265",20,11,"low",9,"plush","Yes",324.099853515625,324.099853515625,324.099853515625,478.599853515625,"Webcam"
"266",20,55,"high",7,"money","Yes",NA,NA,NA,963.99999999999,"Webcam"
"267",20,4,"low",7,"cyan","Yes",NA,NA,NA,125.2001953125,"Webcam"
"268",20,7,"low",7,"archaic","Yes",303.10009765625,303.10009765625,303.10009765625,303.10009765625,"Webcam"
"269",20,46,"high",7,"wine","Yes",522.2998046875,522.2998046875,522.2998046875,522.2998046875,"Webcam"
"270",20,28,"low",5,"terrain","Yes",397.7998046875,NA,522.5,890.300048828125,"Webcam"
"271",20,40,"high",8,"heavy","Yes",478.199951171875,478.199951171875,478.199951171875,669.5,"Webcam"
"272",20,53,"high",6,"record","Yes",139.300048828125,139.300048828125,139.300048828125,139.300048828125,"Webcam"
"273",20,41,"high",9,"usual","Yes",146.800048828125,146.800048828125,146.800048828125,146.800048828125,"Webcam"
"274",20,33,"high",4,"strong","Yes",398.39990234375,398.39990234375,398.39990234375,398.39990234375,"Webcam"
"275",20,13,"low",6,"casual","Yes",NA,NA,NA,124.800048828125,"Webcam"
"276",20,23,"low",7,"server","Yes",161.39990234375,NA,1452,1452,"Webcam"
"277",20,43,"high",7,"long","Yes",NA,NA,NA,515.39990234375,"Webcam"
"278",20,1,"low",5,"chatty","Yes",NA,NA,NA,176.199951171875,"Webcam"
"279",20,8,"low",4,"blunt","Yes",205.800048828125,NA,493.699951171875,493.699951171875,"Webcam"
"280",20,32,"high",6,"large","Yes",558.10009765625,NA,1854.09985351562,1854.09985351562,"Webcam"
"281",20,9,"low",8,"famed","Yes",NA,NA,NA,221.2001953125,"Webcam"
"282",20,6,"low",5,"astute","Yes",110.39990234375,110.39990234375,110.39990234375,442.599853515625,"Webcam"
"283",20,24,"low",6,"proverb","Yes",581.800048828125,581.800048828125,581.800048828125,581.800048828125,"Webcam"
"284",21,14,"low",5,"airy","Yes",NA,NA,NA,229.30004882813,"Webcam"
"285",21,3,"low",5,"sizable","Yes",751.900146484375,NA,1024.30004882814,1024.30004882814,"Webcam"
"286",21,60,"high",8,"floor","Yes",175.900146484375,175.900146484375,175.900146484375,462.900146484375,"Webcam"
"287",21,57,"high",10,"father","Yes",176.10009765625,176.10009765625,176.10009765625,1382.10009765625,"Webcam"
