"","subject","flnm","time_stamp","eye","point","offset_deg","diff"
"231",2,"C:/Data/WebEye/3.asc",7835798,"RIGHT",4,0.46,0
"241",2,"C:/Data/WebEye/3.asc",7835798,"RIGHT",5,0.91,0
"251",2,"C:/Data/WebEye/3.asc",7835798,"RIGHT",6,0.9,0
"261",2,"C:/Data/WebEye/3.asc",7835798,"RIGHT",7,0.37,0
"271",2,"C:/Data/WebEye/3.asc",7835798,"RIGHT",8,0.77,0
"281",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",0,0.36,199722
"291",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",1,0.24,0
"301",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",2,0.5,0
"311",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",3,0.49,0
"321",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",4,0.43,0
"331",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",5,0.42,0
"341",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",6,0.92,0
"351",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",7,0.58,0
"361",2,"C:/Data/WebEye/3.asc",8035520,"RIGHT",8,0.2,0
"37",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",0,0.44,220085
"38",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",1,0.1,0
"39",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",2,0.29,0
"40",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",3,0.22,0
"41",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",4,0.25,0
"42",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",5,0.06,0
"43",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",6,0.47,0
"44",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",7,0.31,0
"45",2,"C:/Data/WebEye/3.asc",8255605,"RIGHT",8,0.27,0
"461",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",0,0.28,165802
"471",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",1,0.61,0
"481",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",2,0.61,0
"491",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",3,0.37,0
"501",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",4,0.28,0
"511",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",5,0.72,0
"521",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",6,0.4,0
"531",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",7,0.52,0
"541",2,"C:/Data/WebEye/3.asc",8421407,"RIGHT",8,0.28,0
"551",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",0,0.36,159632
"561",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",1,0.19,0
"571",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",2,0.4,0
"581",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",3,0.65,0
"591",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",4,0.29,0
"601",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",5,0.4,0
"611",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",6,0.33,0
"621",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",7,0.36,0
"631",2,"C:/Data/WebEye/3.asc",8581039,"RIGHT",8,0.11,0
"110",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",0,0.39,0
"210",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",1,0.1,0
"310",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",2,0.48,0
"410",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",3,0.45,0
"510",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",4,0.24,0
"610",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",5,1.36,0
"710",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",6,1.39,0
"810",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",7,0.62,0
"91",3,"C:/Data/WebEye/4.asc",12286664,"RIGHT",8,0.36,0
"101",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",0,0.24,315376
"111",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",1,0.9,0
"121",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",2,0.34,0
"131",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",3,0.14,0
"141",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",4,0.48,0
"151",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",5,1.14,0
"161",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",6,1.7,0
"171",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",7,0.57,0
"181",3,"C:/Data/WebEye/4.asc",12602040,"RIGHT",8,0.06,0
"192",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",0,0.47,244444
"202",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",1,0.1,0
"212",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",2,0.31,0
"222",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",3,0.19,0
"232",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",4,0.02,0
"242",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",5,0.56,0
"252",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",6,1.59,0
"262",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",7,0.54,0
"272",3,"C:/Data/WebEye/4.asc",12846484,"RIGHT",8,0.35,0
"462",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",0,0.56,29218
"472",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",1,0.86,0
"482",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",2,0.23,0
"492",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",3,0.28,0
"502",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",4,1.62,0
"512",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",5,0.93,0
"522",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",6,1.12,0
"532",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",7,0.31,0
"542",3,"C:/Data/WebEye/4.asc",13212424,"RIGHT",8,0.1,0
"552",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",0,0.09,207847
"562",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",1,0.29,0
"572",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",2,0.08,0
"582",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",3,0.34,0
"592",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",4,0.68,0
"602",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",5,0.86,0
"612",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",6,1.92,0
"622",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",7,0.93,0
"632",3,"C:/Data/WebEye/4.asc",13420271,"RIGHT",8,0.49,0
"641",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",0,0.63,189395
"651",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",1,0.3,0
"661",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",2,0.31,0
"671",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",3,0.38,0
"681",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",4,0.54,0
"691",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",5,1.63,0
"701",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",6,1.06,0
"711",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",7,0.73,0
"721",3,"C:/Data/WebEye/4.asc",13609666,"RIGHT",8,0.55,0
"731",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",0,0.57,185996
"741",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",1,0.51,0
"751",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",2,0.5,0
"761",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",3,0.16,0
"771",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",4,0.73,0
"781",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",5,1.6,0
"791",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",6,1.72,0
"801",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",7,0.4,0
"811",3,"C:/Data/WebEye/4.asc",13795662,"RIGHT",8,0.52,0
"102",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",0,0.65,341924
"112",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",1,0.09,0
"122",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",2,0.43,0
"132",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",3,0.44,0
"142",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",4,0.51,0
"152",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",5,0.46,0
"162",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",6,0.34,0
"172",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",7,0.71,0
"182",4,"C:/Data/WebEye/6.asc",531368,"RIGHT",8,0.33,0
"193",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",0,0.17,156641
"203",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",1,0.47,0
"213",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",2,0.83,0
"223",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",3,0.31,0
"233",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",4,0.52,0
"243",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",5,0.64,0
"253",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",6,0.4,0
"263",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",7,0.46,0
"273",4,"C:/Data/WebEye/6.asc",688009,"RIGHT",8,0.26,0
"371",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",0,0.17,40869
"381",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",1,0.33,0
"391",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",2,0.41,0
"401",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",3,0.44,0
"411",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",4,0.69,0
"421",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",5,0.35,0
"431",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",6,0.38,0
"441",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",7,3.37,0
"451",4,"C:/Data/WebEye/6.asc",879844,"RIGHT",8,1.33,0
"463",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",0,0.61,131147
"473",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",1,0.47,0
"483",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",2,0.88,0
"493",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",3,0.2,0
"503",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",4,0.76,0
"513",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",5,0.24,0
"523",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",6,0.43,0
"533",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",7,0.72,0
"543",4,"C:/Data/WebEye/6.asc",1010991,"RIGHT",8,0.37,0
"553",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",0,0.42,115652
"563",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",1,0.62,0
"573",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",2,3.06,0
"583",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",3,0.92,0
"593",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",4,1.03,0
"603",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",5,0.94,0
"613",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",6,0.48,0
"623",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",7,0.3,0
"633",4,"C:/Data/WebEye/6.asc",1126643,"RIGHT",8,1.1,0
"642",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",0,0.07,126313
"652",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",1,0.28,0
"662",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",2,0.16,0
"672",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",3,0.43,0
"682",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",4,0.8,0
"692",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",5,0.66,0
"702",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",6,0.5,0
"712",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",7,0.25,0
"722",4,"C:/Data/WebEye/6.asc",1252956,"RIGHT",8,0.04,0
"113",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",0,0.18,0
"214",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",1,0.2,0
"312",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",2,0.37,0
"412",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",3,0.1,0
"514",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",4,0.16,0
"614",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",5,1.13,0
"713",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",6,1.04,0
"812",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",7,0.3,0
"92",5,"C:/Data/WebEye/7.asc",7685616,"RIGHT",8,0.73,0
"372",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",0,0.26,23418
"382",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",1,0.17,0
"392",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",2,0.61,0
"402",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",3,0.95,0
"413",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",4,0.38,0
"422",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",5,0.19,0
"432",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",6,1.81,0
"442",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",7,0.59,0
"452",5,"C:/Data/WebEye/7.asc",8274943,"RIGHT",8,0.26,0
"554",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",0,0.7,26984
"564",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",1,0.14,0
"574",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",2,0.79,0
"584",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",3,1.14,0
"594",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",4,0.65,0
"604",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",5,0.26,0
"615",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",6,0.61,0
"624",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",7,0.5,0
"634",5,"C:/Data/WebEye/7.asc",8655897,"RIGHT",8,3.27,0
"643",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",0,0.28,493744
"653",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",1,0.4,0
"663",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",2,0.83,0
"673",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",3,0.74,0
"683",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",4,0.22,0
"693",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",5,1.04,0
"703",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",6,1.75,0
"714",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",7,0.74,0
"723",5,"C:/Data/WebEye/7.asc",9149641,"RIGHT",8,0.05,0
"194",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",0,0.15,38471
"204",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",1,0.61,0
"215",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",2,0.03,0
"224",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",3,0.35,0
"234",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",4,0.2,0
"244",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",5,1.66,0
"254",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",6,0.28,0
"264",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",7,0.55,0
"274",6,"C:/Data/WebEye/8.asc",11288976,"RIGHT",8,0.54,0
"282",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",0,0.4,336572
"292",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",1,0.07,0
"302",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",2,0.38,0
"313",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",3,0.9,0
"322",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",4,0.5,0
"332",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",5,1.79,0
"342",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",6,0.93,0
"352",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",7,0.63,0
"362",6,"C:/Data/WebEye/8.asc",11625548,"RIGHT",8,0.36,0
"373",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",0,0.43,210618
"383",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",1,0.63,0
"393",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",2,0.29,0
"403",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",3,0.51,0
"414",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",4,0.5,0
"423",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",5,0.71,0
"433",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",6,0.17,0
"443",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",7,0.43,0
"453",6,"C:/Data/WebEye/8.asc",11836166,"RIGHT",8,0.71,0
"464",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",0,0.36,176606
"474",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",1,0.42,0
"484",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",2,0.34,0
"494",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",3,0.88,0
"504",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",4,0.55,0
"515",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",5,0.27,0
"524",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",6,1.62,0
"534",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",7,0.54,0
"544",6,"C:/Data/WebEye/8.asc",12012772,"RIGHT",8,0.45,0
"555",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",0,0.6,128776
"565",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",1,0.48,0
"575",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",2,0.43,0
"585",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",3,0.7,0
"595",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",4,0.67,0
"605",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",5,0.87,0
"616",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",6,0.6,0
"625",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",7,0.33,0
"635",6,"C:/Data/WebEye/8.asc",12141548,"RIGHT",8,0.87,0
"644",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",0,0.62,144485
"654",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",1,0.1,0
"664",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",2,0.11,0
"674",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",3,0.39,0
"684",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",4,0.95,0
"694",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",5,0.68,0
"704",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",6,0.45,0
"715",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",7,0.41,0
"724",6,"C:/Data/WebEye/8.asc",12286033,"RIGHT",8,0.67,0
"114",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",0,0.42,0
"216",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",1,0.28,0
"314",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",2,0.09,0
"415",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",3,0.33,0
"516",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",4,0.27,0
"617",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",5,0.24,0
"716",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",6,0.14,0
"813",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",7,0.28,0
"910",7,"C:/Data/WebEye/11.asc",11193169,"LEFT",8,0.16,0
"109",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",0,0.15,322638
"115",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",1,0.63,0
"123",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",2,0.63,0
"133",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",3,0.48,0
"143",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",4,0.4,0
"153",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",5,0.31,0
"163",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",6,0.11,0
"173",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",7,0.36,0
"183",7,"C:/Data/WebEye/11.asc",11515807,"RIGHT",8,0.52,0
"245",7,"C:/Data/WebEye/11.asc",11735472,"RIGHT",5,0.6,1
"255",7,"C:/Data/WebEye/11.asc",11735472,"RIGHT",6,0.2,0
"265",7,"C:/Data/WebEye/11.asc",11735472,"RIGHT",7,0.47,0
"275",7,"C:/Data/WebEye/11.asc",11735472,"RIGHT",8,0.28,0
"374",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",0,0.54,39074
"384",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",1,0.08,0
"394",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",2,0.38,0
"404",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",3,0.58,0
"416",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",4,0.5,0
"424",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",5,0.7,0
"434",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",6,0.36,0
"444",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",7,0.85,0
"454",7,"C:/Data/WebEye/11.asc",12047288,"RIGHT",8,0.11,0
"556",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",0,0.08,39012
"566",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",1,0.9,0
"576",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",2,0.93,0
"586",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",3,0.27,0
"596",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",4,1.13,0
"606",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",5,1.12,0
"618",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",6,0.91,0
"626",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",7,1.04,0
"636",7,"C:/Data/WebEye/11.asc",12311119,"RIGHT",8,0.83,0
"645",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",0,0.53,185915
"655",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",1,0.36,0
"665",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",2,0.31,0
"675",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",3,0.07,0
"685",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",4,0.27,0
"695",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",5,0.36,0
"705",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",6,0.17,0
"717",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",7,0.75,0
"725",7,"C:/Data/WebEye/11.asc",12497034,"RIGHT",8,0.18,0
"911",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",0,0.28,34919
"921",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",1,0.69,0
"93",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",2,0.23,0
"94",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",3,0.96,0
"95",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",4,0.16,0
"96",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",5,1.44,0
"97",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",6,0.56,0
"98",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",7,0.58,0
"99",7,"C:/Data/WebEye/11.asc",12719110,"RIGHT",8,0.27,0
"100",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",0,0.41,142817
"1011",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",1,0.91,0
"1021",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",2,0.61,0
"103",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",3,0.86,0
"104",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",4,0.94,0
"105",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",5,0.46,0
"106",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",6,0.75,0
"107",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",7,0.12,0
"108",7,"C:/Data/WebEye/11.asc",12861927,"RIGHT",8,1.1,0
"1010",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",0,0.31,27052
"118",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",1,0.35,0
"124",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",2,0.2,0
"134",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",3,0.5,0
"144",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",4,0.03,0
"154",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",5,0.31,0
"164",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",6,1.68,0
"174",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",7,0.61,0
"184",8,"C:/Data/WebEye/13.asc",6185031,"RIGHT",8,0.37,0
"375",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",0,0.21,24394
"385",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",1,0.44,0
"395",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",2,0.23,0
"405",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",3,0.22,0
"417",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",4,0.34,0
"425",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",5,0.35,0
"435",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",6,0.95,0
"445",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",7,0.48,0
"455",8,"C:/Data/WebEye/13.asc",6464493,"RIGHT",8,0.2,0
"557",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",0,0.23,33016
"567",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",1,0.46,0
"577",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",2,0.35,0
"587",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",3,0.75,0
"597",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",4,0.21,0
"607",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",5,0.44,0
"619",8,"C:/Data/WebEye/13.asc",6702796,"RIGHT",6,0.64,0
