"","X","trial","start_time","end_time","label","duration","subject"
"2",2,1,12568999,12569141,"fixation",142,11
"5",5,1,12569215,12569453,"fixation",238,11
"8",8,1,12569507,12569659,"fixation",152,11
"11",11,1,12569720,12569889,"fixation",169,11
"14",14,1,12569968,12570125,"fixation",157,11
"17",17,1,12570198,12570402,"fixation",204,11
"20",20,1,12570478,12570681,"fixation",203,11
"22",22,2,12419411,12419579,"fixation",168,11
"25",25,2,12419649,12420169,"fixation",520,11
"28",28,2,12420204,12420302,"fixation",98,11
"30",30,2,12420342,12420567,"fixation",225,11
"33",33,2,12420631,12421005,"fixation",374,11
"36",36,2,12421079,12421276,"fixation",197,11
"39",39,2,12421330,12421375,"fixation",45,11
"40",40,2,12421376,12421391,"fixation",15,11
"42",42,2,12421528,12421572,"fixation",44,11
"45",45,2,12421627,12421785,"fixation",158,11
"48",48,2,12421845,12422007,"fixation",162,11
"51",51,2,12422089,12422522,"fixation",433,11
"54",54,2,12422596,12422782,"fixation",186,11
"57",57,2,12422844,12423030,"fixation",186,11
"60",60,2,12423103,12423366,"fixation",263,11
"62",62,2,12423393,12423494,"fixation",101,11
"64",64,3,12535028,12535207,"fixation",179,11
"67",67,3,12535306,12535587,"fixation",281,11
"70",70,3,12535654,12535883,"fixation",229,11
"73",73,3,12535955,12536189,"fixation",234,11
"76",76,3,12536247,12536278,"fixation",31,11
"79",79,3,12536371,12536506,"fixation",135,11
"82",82,3,12536539,12537067,"fixation",528,11
"85",85,3,12537141,12537197,"fixation",56,11
"86",86,4,12600377,12600671,"fixation",294,11
"89",89,4,12600924,12601021,"fixation",97,11
"92",92,4,12601068,12601249,"fixation",181,11
"95",95,4,12601331,12601421,"fixation",90,11
"98",98,4,12601478,12601634,"fixation",156,11
"101",101,4,12601708,12601781,"fixation",73,11
"105",105,4,12602052,12602192,"fixation",140,11
"109",109,4,12602411,12602673,"fixation",262,11
"112",112,4,12602743,12602868,"fixation",125,11
"115",115,4,12602940,12603142,"fixation",202,11
"118",118,5,12459939,12460141,"fixation",202,11
"121",121,5,12460220,12460467,"fixation",247,11
"124",124,5,12460542,12460852.5,"fixation",310.5,11
"127",127,5,12460906,12461078,"fixation",172,11
"130",130,5,12461160,12461343,"fixation",183,11
"133",133,5,12461409,12461493,"fixation",84,11
"137",137,5,12461668,12461773,"fixation",105,11
"140",140,5,12461869,12462120,"fixation",251,11
"143",143,5,12462197,12462316,"fixation",119,11
"145",145,6,12531060,12531351,"fixation",291,11
"149",149,6,12531566,12531687,"fixation",121,11
"152",152,6,12531755,12531889,"fixation",134,11
"155",155,6,12531937,12532222,"fixation",285,11
"158",158,6,12532282,12532438,"fixation",156,11
"161",161,6,12532470,12532495,"fixation",25,11
"166",166,6,12532733,12532935,"fixation",202,11
"168",168,6,12532990,12533207,"fixation",217,11
"170",170,6,12533251,12533383,"fixation",132,11
"172",172,6,12533421,12533503,"fixation",82,11
"175",175,6,12533586,12533718,"fixation",132,11
"178",178,7,12415001,12415160,"fixation",159,11
"181",181,7,12415234,12415404,"fixation",170,11
"183",183,8,12815376,12815674,"fixation",298,11
"186",186,8,12815743,12815877,"fixation",134,11
"189",189,8,12815948,12816139,"fixation",191,11
"192",192,8,12816238,12816505,"fixation",267,11
"195",195,8,12816577,12816624,"fixation",47,11
"200",200,8,12816961,12817004,"fixation",43,11
"203",203,8,12817074,12817262,"fixation",188,11
"206",206,8,12817338,12817434,"fixation",96,11
"209",209,8,12817492,12817655,"fixation",163,11
"212",212,8,12817709,12817847,"fixation",138,11
"215",215,9,12810824,12811197,"fixation",373,11
"218",218,9,12811363,12811437,"fixation",74,11
"221",221,9,12811480,12811598,"fixation",118,11
"226",226,9,12811865,12811916,"fixation",51,11
"229",229,9,12811981,12812061,"fixation",80,11
"232",232,9,12812152,12812344,"fixation",192,11
"235",235,9,12812395,12812503,"fixation",108,11
"239",239,9,12812819,12812966,"fixation",147,11
"242",242,9,12813046,12813156,"fixation",110,11
"245",245,9,12813222,12813288,"fixation",66,11
"246",246,10,12563627,12563893,"fixation",266,11
"248",248,10,12564184,12564290,"fixation",106,11
"251",251,10,12564361,12564665,"fixation",304,11
"254",254,10,12564908,12564994,"fixation",86,11
"256",256,10,12565051,12565281,"fixation",230,11
"259",259,10,12565329,12565425,"fixation",96,11
"262",262,10,12565511,12565645,"fixation",134,11
"266",266,10,12565968,12566046,"fixation",78,11
"268",268,10,12566087,12566284,"fixation",197,11
"271",271,10,12566391,12566497,"fixation",106,11
"274",274,10,12566548,12566630,"fixation",82,11
"277",277,10,12566720,12566939,"fixation",219,11
"280",280,10,12567043,12567238,"fixation",195,11
"281",281,11,12579366,12579516,"fixation",150,11
"284",284,11,12579597,12579784,"fixation",187,11
"287",287,11,12579865,12580010,"fixation",145,11
"290",290,11,12580076,12580154,"fixation",78,11
"293",293,11,12580211,12580381,"fixation",170,11
"296",296,11,12580473,12580644,"fixation",171,11
"299",299,11,12580703,12580915,"fixation",212,11
"302",302,11,12580995,12581059,"fixation",64,11
"305",305,11,12581111,12581243,"fixation",132,11
"311",311,11,12581461,12581622,"fixation",161,11
"312",312,12,12788729,12788884,"fixation",155,11
"314",314,12,12788940,12789268,"fixation",328,11
"319",319,12,12789382,12789560,"fixation",178,11
"322",322,12,12789610,12789755,"fixation",145,11
"325",325,12,12789825,12789947,"fixation",122,11
"328",328,12,12790054,12790194,"fixation",140,11
"329",329,13,12611725,12611933,"fixation",208,11
"333",333,13,12612176,12612361,"fixation",185,11
"336",336,13,12612419,12612620,"fixation",201,11
"339",339,13,12612673,12612809,"fixation",136,11
"342",342,13,12612860,12612951,"fixation",91,11
"345",345,13,12613027,12613143,"fixation",116,11
"348",348,13,12613200,12613332,"fixation",132,11
"351",351,13,12613397,12613478,"fixation",81,11
"354",354,14,12403028,12403281,"fixation",253,11
"357",357,14,12403440,12403929,"fixation",489,11
"360",360,14,12403982,12404145,"fixation",163,11
"363",363,14,12404210,12404341,"fixation",131,11
"366",366,14,12404424,12404642,"fixation",218,11
"369",369,14,12404716,12405059,"fixation",343,11
"372",372,14,12405162,12405471,"fixation",309,11
"374",374,14,12405517,12405779,"fixation",262,11
"377",377,14,12405828,12405911,"fixation",83,11
"378",378,15,12407090,12407177,"fixation",87,11
"380",380,15,12407279,12407379,"fixation",100,11
"383",383,15,12407439,12407561,"fixation",122,11
"386",386,15,12407640,12407850,"fixation",210,11
"389",389,15,12407910,12408064,"fixation",154,11
"392",392,15,12408138,12408233,"fixation",95,11
"395",395,15,12408303,12408449,"fixation",146,11
"398",398,15,12408522,12408567,"fixation",45,11
"402",402,15,12408770,12408868,"fixation",98,11
"405",405,15,12408950,12409197,"fixation",247,11
"408",408,15,12409258,12409509,"fixation",251,11
"411",411,15,12409588,12409635,"fixation",47,11
"414",414,15,12409683,12409750,"fixation",67,11
"416",416,15,12409810,12410008,"fixation",198,11
"419",419,15,12410037,12410208,"fixation",171,11
"422",422,15,12410235,12410364,"fixation",129,11
"425",425,16,12757227,12757263,"fixation",36,11
"428",428,16,12757320,12757451,"fixation",131,11
"431",431,16,12757532,12757959,"fixation",427,11
"433",433,16,12757995,12758120,"fixation",125,11
"437",437,16,12758340,12758418,"fixation",78,11
"440",440,16,12758484,12758687,"fixation",203,11
"443",443,16,12758755,12758828,"fixation",73,11
"446",446,17,12782721,12782850,"fixation",129,11
"449",449,17,12782949,12783156,"fixation",207,11
"452",452,17,12783228,12783476,"fixation",248,11
"454",454,17,12783546,12783702,"fixation",156,11
"457",457,17,12783772,12783913,"fixation",141,11
"460",460,17,12783984,12784105,"fixation",121,11
"467",467,18,12741949,12742268,"fixation",319,11
"469",469,18,12742369,12742432,"fixation",63,11
"472",472,18,12742547,12742670,"fixation",123,11
"474",474,18,12742701,12742898,"fixation",197,11
"477",477,18,12742993,12743189,"fixation",196,11
"481",481,18,12743541,12743704,"fixation",163,11
"484",484,18,12743783,12743975,"fixation",192,11
"487",487,18,12744064,12744258,"fixation",194,11
"490",490,18,12744320,12744420,"fixation",100,11
"493",493,18,12744640,12744863,"fixation",223,11
"496",496,18,12744920,12745040,"fixation",120,11
"497",497,19,12522683,12522846,"fixation",163,11
"499",499,19,12522981,12523033,"fixation",52,11
"501",501,19,12523218,12523337,"fixation",119,11
"503",503,19,12523441,12523592,"fixation",151,11
"505",505,19,12523651,12523812,"fixation",161,11
"507",507,19,12523844,12524061,"fixation",217,11
"510",510,19,12524090,12524413,"fixation",323,11
"512",512,19,12524455,12524689,"fixation",234,11
"515",515,19,12524888,12525050,"fixation",162,11
"518",518,19,12525115,12525314,"fixation",199,11
"521",521,19,12525390,12525446,"fixation",56,11
"525",525,19,12525741,12525887,"fixation",146,11
"528",528,19,12525965,12526067,"fixation",102,11
"531",531,19,12526129,12526270,"fixation",141,11
"532",532,20,12746483,12746682,"fixation",199,11
"534",534,20,12746752,12746961,"fixation",209,11
"537",537,20,12747011,12747089,"fixation",78,11
"540",540,20,12747169,12747334,"fixation",165,11
"543",543,20,12747398,12747520,"fixation",122,11
"546",546,20,12747574,12747641,"fixation",67,11
"549",549,21,12572757,12573020,"fixation",263,11
"552",552,21,12573089,12573291,"fixation",202,11
"555",555,21,12573368,12573518,"fixation",150,11
"558",558,21,12573580,12573873,"fixation",293,11
"561",561,21,12573923,12574051,"fixation",128,11
"564",564,21,12574110,12574269,"fixation",159,11
"567",567,21,12574326,12574441,"fixation",115,11
"570",570,21,12574684,12574719,"fixation",35,11
"573",573,21,12574816,12574930,"fixation",114,11
"577",577,21,12575046,12575110,"fixation",64,11
"578",578,22,12608008,12608181,"fixation",173,11
"581",581,22,12608234,12608405,"fixation",171,11
"584",584,22,12608441,12608710,"fixation",269,11
"587",587,22,12608771,12608887,"fixation",116,11
"590",590,22,12608974,12609138,"fixation",164,11
"593",593,22,12609213,12609377,"fixation",164,11
"595",595,23,12528031,12528161,"fixation",130,11
"598",598,23,12528237,12528475,"fixation",238,11
"601",601,23,12528550,12528690,"fixation",140,11
"604",604,23,12528781,12528984,"fixation",203,11
"607",607,23,12529049,12529138,"fixation",89,11
"610",610,23,12529278,12529285,"fixation",7,11
"611",611,24,12820409,12820424,"fixation",15,11
"614",614,24,12820487,12820585,"fixation",98,11
"617",617,24,12820833,12821031,"fixation",198,11
"620",620,24,12821110,12821226,"fixation",116,11
"623",623,24,12821274,12821442,"fixation",168,11
"626",626,24,12821490,12821666,"fixation",176,11
"629",629,24,12821774,12821897,"fixation",123,11
"631",631,24,12821945,12822056,"fixation",111,11
"633",633,25,12752524,12752627,"fixation",103,11
"636",636,25,12752750,12753041,"fixation",291,11
"638",638,25,12753116,12753222,"fixation",106,11
"641",641,25,12753301,12753499,"fixation",198,11
"644",644,25,12753564,12753628,"fixation",64,11
"647",647,25,12753689,12753861,"fixation",172,11
"650",650,25,12753958,12753991,"fixation",33,11
"653",653,26,12823417,12823562,"fixation",145,11
"655",655,26,12823648,12823749,"fixation",101,11
"658",658,26,12823800,12823861,"fixation",61,11
"661",661,26,12823926,12824147,"fixation",221,11
"664",664,26,12824219,12824486,"fixation",267,11
"667",667,26,12824560,12824698,"fixation",138,11
"669",669,27,12785966,12786055,"fixation",89,11
"672",672,27,12786183,12786338,"fixation",155,11
"675",675,27,12786398,12786469,"fixation",71,11
"678",678,27,12786539,12786708,"fixation",169,11
"681",681,27,12786774,12786899.5,"fixation",125.5,11
"684",684,27,12787071,12787095,"fixation",24,11
"685",685,28,12445015,12445210,"fixation",195,11
"687",687,28,12445323,12445417,"fixation",94,11
"689",689,28,12445455,12445744,"fixation",289,11
"692",692,28,12445810,12445955,"fixation",145,11
"695",695,28,12446027,12446191,"fixation",164,11
"698",698,28,12446259,12446391,"fixation",132,11
"701",701,28,12446629,12446869,"fixation",240,11
"704",704,28,12446926,12447171,"fixation",245,11
"706",706,28,12447216,12447458,"fixation",242,11
"708",708,28,12447514,12447621,"fixation",107,11
"709",709,29,12778029,12778207,"fixation",178,11
"712",712,29,12778303,12778379,"fixation",76,11
"715",715,29,12778624,12778803,"fixation",179,11
"718",718,29,12778867,12779071,"fixation",204,11
"721",721,29,12779138,12779197,"fixation",59,11
"725",725,29,12779460,12779676,"fixation",216,11
"728",728,29,12779775,12779906,"fixation",131,11
"731",731,29,12779952,12780057,"fixation",105,11
"735",735,29,12780359,12780492,"fixation",133,11
"738",738,29,12780576,12780739,"fixation",163,11
"741",741,29,12780805,12780926,"fixation",121,11
"744",744,29,12780981,12781140,"fixation",159,11
"747",747,29,12781198,12781231,"fixation",33,11
"748",748,30,12412238,12412351,"fixation",113,11
"751",751,30,12412467,12412618,"fixation",151,11
"754",754,30,12412674,12412830,"fixation",156,11
"757",757,30,12412906,12413036,"fixation",130,11
"760",760,30,12413109,12413280,"fixation",171,11
"763",763,30,12413348,12413507,"fixation",159,11
"765",765,30,12413590,12413709,"fixation",119,11
"766",766,31,12615867,12615996,"fixation",129,11
"768",768,31,12616089,12616278,"fixation",189,11
"771",771,31,12616356,12616568,"fixation",212,11
"774",774,31,12616629,12616788,"fixation",159,11
"777",777,31,12616831,12616944,"fixation",113,11
"780",780,31,12617004,12617162,"fixation",158,11
"783",783,31,12617244,12617392,"fixation",148,11
"785",785,31,12617438,12617523,"fixation",85,11
"788",788,31,12617612,12617762,"fixation",150,11
"790",790,31,12617788,12617880,"fixation",92,11
"791",791,32,12449548,12449719,"fixation",171,11
"794",794,32,12449790,12450068,"fixation",278,11
"797",797,32,12450137,12450257,"fixation",120,11
"800",800,32,12450312,12450463,"fixation",151,11
"803",803,32,12450557,12450711,"fixation",154,11
"805",805,32,12450753,12450947,"fixation",194,11
"809",809,32,12451049,12451154,"fixation",105,11
"812",812,32,12451211,12451306,"fixation",95,11
"815",815,32,12451414,12451637,"fixation",223,11
"817",817,32,12451673,12451796,"fixation",123,11
"818",818,33,12826345,12826797,"fixation",452,11
"821",821,33,12826995,12827051,"fixation",56,11
"824",824,33,12827136,12827253,"fixation",117,11
"827",827,33,12827304,12827465,"fixation",161,11
"830",830,33,12827517,12827700,"fixation",183,11
"833",833,33,12827752,12828007,"fixation",255,11
"839",839,33,12828400,12828485,"fixation",85,11
"842",842,33,12828555,12828796,"fixation",241,11
"844",844,33,12828852,12829018,"fixation",166,11
"847",847,33,12829077,12829186,"fixation",109,11
"850",850,34,12453527,12453696,"fixation",169,11
"852",852,34,12453771,12453986,"fixation",215,11
"855",855,34,12454038,12454201,"fixation",163,11
"858",858,34,12454294,12454452,"fixation",158,11
"861",861,34,12454523,12454653,"fixation",130,11
"864",864,34,12454727,12454870,"fixation",143,11
"867",867,34,12454958,12455121,"fixation",163,11
"870",870,34,12455175,12455197,"fixation",22,11
"871",871,35,12576518,12576683,"fixation",165,11
"874",874,35,12576781,12576933,"fixation",152,11
"877",877,35,12576984,12577123,"fixation",139,11
"880",880,35,12577205,12577480,"fixation",275,11
"883",883,35,12577551,12577619,"fixation",68,11
"885",885,35,12577692,12577862,"fixation",170,11
"888",888,36,12538644,12538881,"fixation",237,11
"891",891,36,12538948,12539229,"fixation",281,11
"894",894,36,12539290,12539446,"fixation",156,11
"897",897,36,12539520,12539649,"fixation",129,11
"900",900,36,12539701,12539818,"fixation",117,11
"903",903,36,12540014,12540183,"fixation",169,11
"905",905,37,12456768,12456960,"fixation",192,11
"908",908,37,12457024,12457180,"fixation",156,11
"911",911,37,12457229,12457344,"fixation",115,11
"914",914,37,12457422,12457629,"fixation",207,11
"917",917,37,12457699,12457825,"fixation",126,11
"921",921,37,12458016,12458173,"fixation",157,11
"924",924,37,12458221,12458296,"fixation",75,11
"926",926,38,12604691,12604976,"fixation",285,11
"928",928,38,12605044,12605138,"fixation",94,11
"931",931,38,12605175,12605434,"fixation",259,11
"934",934,38,12605509,12605704,"fixation",195,11
"937",937,38,12605781,12605847,"fixation",66,11
"943",943,38,12606216,12606254,"fixation",38,11
"944",944,39,12749257,12749415,"fixation",158,11
"946",946,39,12749528,12749726,"fixation",198,11
"949",949,39,12749819,12749942,"fixation",123,11
"952",952,39,12750000,12750127,"fixation",127,11
"955",955,39,12750193,12750398,"fixation",205,11
"958",958,39,12750613,12750623,"fixation",10,11
"959",959,40,12791683,12791908,"fixation",225,11
"962",962,40,12791984,12792115,"fixation",131,11
"964",964,40,12792147,12792288,"fixation",141,11
"967",967,40,12792370,12792506,"fixation",136,11
"970",970,40,12792579,12792794,"fixation",215,11
"974",974,40,12793024,12793070,"fixation",46,11
"976",976,40,12793132,12793233,"fixation",101,11
"977",977,1,7168238,7168302,"fixation",64,13
"980",980,1,7168339,7168571,"fixation",232,13
"983",983,1,7168622,7168736,"fixation",114,13
"985",985,1,7168764,7168889,"fixation",125,13
"988",988,1,7168927,7169014,"fixation",87,13
"991",991,1,7169079,7169118,"fixation",39,13
"994",994,1,7169175,7169429,"fixation",254,13
"997",997,1,7169494,7169592,"fixation",98,13
"998",998,2,7253180,7253331,"fixation",151,13
"1001",1001,2,7253397,7253516,"fixation",119,13
"1004",1004,2,7253566,7253838,"fixation",272,13
"1007",1007,2,7253867,7253927,"fixation",60,13
"1010",1010,2,7253998,7254067,"fixation",69,13
"1014",1014,2,7254128,7254334,"fixation",206,13
"1016",1016,2,7254380,7254624,"fixation",244,13
"1017",1017,3,7295185,7295330,"fixation",145,13
"1020",1020,3,7295389,7295502,"fixation",113,13
"1022",1022,3,7295560,7295809,"fixation",249,13
"1025",1025,3,7295858,7296199,"fixation",341,13
"1027",1027,3,7296219,7296384,"fixation",165,13
"1029",1029,3,7296400,7296486,"fixation",86,13
"1032",1032,3,7296536,7296603,"fixation",67,13
"1035",1035,3,7296685,7296815,"fixation",130,13
"1038",1038,3,7296869,7297006,"fixation",137,13
"1041",1041,3,7297066,7297178,"fixation",112,13
"1044",1044,3,7297229,7297266,"fixation",37,13
"1045",1045,4,7170718,7170873,"fixation",155,13
"1048",1048,4,7170944,7171075,"fixation",131,13
"1051",1051,4,7171123,7171231,"fixation",108,13
"1054",1054,4,7171270,7171294,"fixation",24,13
"1057",1057,4,7171350,7171433,"fixation",83,13
"1060",1060,4,7171485,7171775,"fixation",290,13
"1063",1063,4,7171827,7172008,"fixation",181,13
"1066",1066,4,7172051,7172121,"fixation",70,13
"1067",1067,5,7440501,7440516,"fixation",15,13
"1069",1069,5,7440578,7440669,"fixation",91,13
"1072",1072,5,7440745,7441045,"fixation",300,13
"1074",1074,5,7441150,7441251,"fixation",101,13
"1076",1076,5,7441280,7441391,"fixation",111,13
"1078",1078,5,7441450,7441574,"fixation",124,13
"1081",1081,5,7441624,7441743,"fixation",119,13
"1083",1083,5,7441786,7441990,"fixation",204,13
"1085",1085,5,7442012,7442173,"fixation",161,13
"1088",1088,5,7442245,7442410,"fixation",165,13
"1092",1092,6,7450860,7450994,"fixation",134,13
"1094",1094,6,7451035,7451253,"fixation",218,13
"1096",1096,6,7451290,7451559,"fixation",269,13
"1099",1099,6,7451601,7451706,"fixation",105,13
"1101",1101,6,7451759,7451866,"fixation",107,13
"1104",1104,6,7451924,7452032,"fixation",108,13
"1107",1107,6,7452072,7452159,"fixation",87,13
"1109",1109,6,7452211,7452340,"fixation",129,13
"1110",1110,7,7192082,7192191,"fixation",109,13
"1113",1113,7,7192259,7192394,"fixation",135,13
"1116",1116,7,7192456,7192792,"fixation",336,13
"1119",1119,7,7192837,7193174,"fixation",337,13
"1121",1121,7,7193202,7193348,"fixation",146,13
"1122",1122,7,7193349,7193390,"fixation",41,13
"1124",1124,7,7193403,7193453,"fixation",50,13
"1127",1127,7,7193502,7193544,"fixation",42,13
"1130",1130,7,7193590,7193750,"fixation",160,13
"1133",1133,7,7193779,7193929,"fixation",150,13
"1135",1135,7,7193953,7194121,"fixation",168,13
"1138",1138,7,7194203,7194372,"fixation",169,13
"1141",1141,7,7194436,7194596,"fixation",160,13
"1144",1144,7,7194658,7194734,"fixation",76,13
"1148",1148,8,7259683,7260138,"fixation",455,13
"1151",1151,8,7260190,7260416,"fixation",226,13
"1154",1154,8,7260471,7260614,"fixation",143,13
"1157",1157,8,7260689,7260744,"fixation",55,13
"1160",1160,8,7260813,7260942,"fixation",129,13
"1163",1163,8,7260992,7261187,"fixation",195,13
"1164",1164,9,7479884,7480011,"fixation",127,13
"1167",1167,9,7480064,7480261,"fixation",197,13
"1170",1170,9,7480295,7480595,"fixation",300,13
"1172",1172,9,7480616,7480653,"fixation",37,13
"1175",1175,9,7480706,7480774,"fixation",68,13
"1178",1178,9,7480830,7480977,"fixation",147,13
"1181",1181,9,7481022,7481177,"fixation",155,13
"1182",1182,10,7417489,7417609,"fixation",120,13
"1184",1184,10,7417655,7417800,"fixation",145,13
"1187",1187,10,7417843,7418121,"fixation",278,13
"1189",1189,10,7418147,7418352,"fixation",205,13
"1192",1192,10,7418378,7418454,"fixation",76,13
"1195",1195,10,7418504,7418606,"fixation",102,13
"1198",1198,10,7418663,7418769,"fixation",106,13
"1200",1200,10,7418807,7418972,"fixation",165,13
"1202",1202,10,7419106,7419181,"fixation",75,13
"1204",1204,11,7420657,7420811,"fixation",154,13
"1207",1207,11,7420873,7421080,"fixation",207,13
"1210",1210,11,7421136,7421337,"fixation",201,13
"1213",1213,11,7421377,7421518,"fixation",141,13
"1216",1216,11,7421577,7421665,"fixation",88,13
"1219",1219,11,7421730,7422015,"fixation",285,13
"1222",1222,11,7422068,7422150,"fixation",82,13
"1224",1224,11,7422212,7422237,"fixation",25,13
"1225",1225,12,7321076,7321217,"fixation",141,13
"1228",1228,12,7321278,7321403,"fixation",125,13
"1231",1231,12,7321455,7321653,"fixation",198,13
"1234",1234,12,7321694,7321759,"fixation",65,13
"1237",1237,12,7321824,7321919,"fixation",95,13
"1240",1240,12,7321988,7322280,"fixation",292,13
"1243",1243,12,7322342,7322515,"fixation",173,13
"1244",1244,13,7323671,7323858,"fixation",187,13
"1247",1247,13,7323912,7324101,"fixation",189,13
"1249",1249,13,7324135,7324266,"fixation",131,13
"1252",1252,13,7324297,7324356,"fixation",59,13
"1255",1255,13,7324414,7324477,"fixation",63,13
"1258",1258,13,7324527,7324639,"fixation",112,13
"1261",1261,13,7324697,7325069,"fixation",372,13
"1263",1263,14,7196502,7196642,"fixation",140,13
"1266",1266,14,7196705,7196842,"fixation",137,13
"1269",1269,14,7196888,7197180,"fixation",292,13
"1272",1272,14,7197229,7197311,"fixation",82,13
"1275",1275,14,7197372,7197418,"fixation",46,13
"1278",1278,14,7197471,7197711,"fixation",240,13
"1281",1281,14,7197780,7197982,"fixation",202,13
"1283",1283,15,7199385,7199533,"fixation",148,13
"1286",1286,15,7199579,7199729,"fixation",150,13
"1289",1289,15,7199784,7200065,"fixation",281,13
"1292",1292,15,7200100,7200154,"fixation",54,13
"1295",1295,15,7200222,7200327,"fixation",105,13
"1298",1298,15,7200393,7200567,"fixation",174,13
"1301",1301,15,7200608,7200716,"fixation",108,13
"1305",1305,16,7263058,7263512,"fixation",454,13
"1308",1308,16,7263563,7263667,"fixation",104,13
"1311",1311,16,7263701,7263815,"fixation",114,13
"1314",1314,16,7263873,7264021,"fixation",148,13
"1317",1317,16,7264077,7264289,"fixation",212,13
"1320",1320,16,7264329,7264500,"fixation",171,13
"1323",1323,17,7165056,7165194,"fixation",138,13
"1326",1326,17,7165255,7165397,"fixation",142,13
"1329",1329,17,7165461,7165626,"fixation",165,13
"1331",1331,17,7165664,7165760,"fixation",96,13
"1334",1334,17,7165812,7165932,"fixation",120,13
"1336",1336,17,7165980,7166105,"fixation",125,13
"1338",1338,17,7166144,7166373,"fixation",229,13
"1340",1340,17,7166572,7166664,"fixation",92,13
"1342",1342,18,7414987,7415238,"fixation",251,13
"1344",1344,18,7415262,7415515,"fixation",253,13
"1347",1347,18,7415560,7415661,"fixation",101,13
"1350",1350,18,7415720,7415889,"fixation",169,13
"1353",1353,18,7415940,7416094,"fixation",154,13
"1355",1355,18,7416292,7416341,"fixation",49,13
"1356",1356,19,7411578,7411741,"fixation",163,13
"1359",1359,19,7411861,7412036,"fixation",175,13
"1362",1362,19,7412077,7412338,"fixation",261,13
"1365",1365,19,7412377,7412485,"fixation",108,13
"1368",1368,19,7412559,7412629,"fixation",70,13
"1370",1370,19,7412668,7412938,"fixation",270,13
"1372",1372,19,7413111,7413181,"fixation",70,13
"1373",1373,20,7327057,7327218,"fixation",161,13
"1375",1375,20,7327268,7327427,"fixation",159,13
"1378",1378,20,7327472,7327645,"fixation",173,13
"1381",1381,20,7327690,7327766,"fixation",76,13
"1384",1384,20,7327835,7327977,"fixation",142,13
"1387",1387,20,7328029,7328194,"fixation",165,13
"1390",1390,20,7328276,7328363,"fixation",87,13
"1391",1391,21,7156518,7156629,"fixation",111,13
"1393",1393,21,7156730,7156808,"fixation",78,13
"1395",1395,21,7156848,7156949,"fixation",101,13
"1397",1397,21,7156973,7157345,"fixation",372,13
"1399",1399,21,7157428,7157958,"fixation",530,13
"1402",1402,21,7158017,7158185,"fixation",168,13
"1405",1405,21,7158218,7158269,"fixation",51,13
"1409",1409,21,7158493,7158596,"fixation",103,13
"1412",1412,21,7158635,7158724,"fixation",89,13
"1415",1415,21,7158772,7158892,"fixation",120,13
"1418",1418,21,7158954,7159198,"fixation",244,13
"1421",1421,21,7159230,7159585,"fixation",355,13
"1424",1424,21,7159651,7159721,"fixation",70,13
"1428",1428,21,7159898,7160085,"fixation",187,13
"1431",1431,21,7160152,7160258,"fixation",106,13
"1434",1434,21,7160318,7160450,"fixation",132,13
"1437",1437,21,7160521,7160531,"fixation",10,13
"1438",1438,22,7249446,7249578,"fixation",132,13
"1441",1441,22,7249650,7249881,"fixation",231,13
"1444",1444,22,7249913,7250038,"fixation",125,13
"1447",1447,22,7250088,7250213,"fixation",125,13
"1450",1450,22,7250278,7250404,"fixation",126,13
"1453",1453,22,7250457,7250594,"fixation",137,13
"1456",1456,22,7250653,7250953,"fixation",300,13
"1458",1458,23,7447800,7447926,"fixation",126,13
"1461",1461,23,7447978,7448131,"fixation",153,13
"1464",1464,23,7448159,7448691,"fixation",532,13
"1467",1467,23,7448735,7448822,"fixation",87,13
"1470",1470,23,7448882,7448945,"fixation",63,13
"1472",1472,23,7448980,7449267,"fixation",287,13
"1474",1474,23,7449325,7449445,"fixation",120,13
"1475",1475,24,7281695,7281841,"fixation",146,13
"1478",1478,24,7281915,7282100,"fixation",185,13
"1481",1481,24,7282140,7282332,"fixation",192,13
"1484",1484,24,7282494,7282651,"fixation",157,13
"1487",1487,24,7282716,7282848,"fixation",132,13
"1490",1490,24,7282912,7283145,"fixation",233,13
"1493",1493,24,7283210,7283322,"fixation",112,13
"1496",1496,24,7283385,7283513,"fixation",128,13
"1498",1498,24,7283559,7283695,"fixation",136,13
"1500",1500,24,7283800,7283835,"fixation",35,13
"1501",1501,25,7443900,7444048,"fixation",148,13
"1504",1504,25,7444097,7444282,"fixation",185,13
"1507",1507,25,7444334,7444881,"fixation",547,13
"1510",1510,25,7444911,7444951,"fixation",40,13
"1513",1513,25,7444999,7445161,"fixation",162,13
"1516",1516,25,7445224,7445366,"fixation",142,13
"1519",1519,25,7445416,7445614,"fixation",198,13
"1521",1521,25,7445646,7445870,"fixation",224,13
"1523",1523,25,7445941,7446125,"fixation",184,13
"1525",1525,26,7453841,7453918,"fixation",77,13
"1528",1528,26,7454119,7454289,"fixation",170,13
"1531",1531,26,7454327,7454447,"fixation",120,13
"1534",1534,26,7454486,7454578,"fixation",92,13
"1537",1537,26,7454643,7454785,"fixation",142,13
"1540",1540,26,7454838,7454989,"fixation",151,13
"1543",1543,26,7455041,7455190,"fixation",149,13
"1545",1545,26,7455240,7455261,"fixation",21,13
"1546",1546,27,7482468,7482656,"fixation",188,13
"1549",1549,27,7482730,7482902,"fixation",172,13
"1552",1552,27,7482961,7483214,"fixation",253,13
"1555",1555,27,7483282,7483343,"fixation",61,13
