"","X","trial","start_time","end_time","label","duration","subject"
"3551",3551,1,5513104,5513320,"fixation",216,19
"3554",3554,1,5513390,5513865,"fixation",475,19
"3557",3557,1,5513927,5514284,"fixation",357,19
"3560",3560,2,5642705,5642861,"fixation",156,19
"3563",3563,2,5642947,5643147,"fixation",200,19
"3566",3566,2,5643203,5643518,"fixation",315,19
"3569",3569,2,5643582,5643675,"fixation",93,19
"3572",3572,2,5643745,5643826,"fixation",81,19
"3575",3575,2,5643876,5644045,"fixation",169,19
"3578",3578,2,5644159,5644325,"fixation",166,19
"3581",3581,3,5517469,5517632,"fixation",163,19
"3584",3584,3,5517692,5517820,"fixation",128,19
"3587",3587,3,5517893,5518136,"fixation",243,19
"3590",3590,3,5518224,5518450,"fixation",226,19
"3592",3592,3,5518497,5518667,"fixation",170,19
"3595",3595,3,5518748,5518948,"fixation",200,19
"3598",3598,3,5519007,5519181,"fixation",174,19
"3601",3601,3,5519270,5519393,"fixation",123,19
"3604",3604,3,5519464,5519577,"fixation",113,19
"3607",3607,3,5519640,5519762,"fixation",122,19
"3610",3610,3,5519844,5519965,"fixation",121,19
"3612",3612,4,5339894,5340094,"fixation",200,19
"3615",3615,4,5340128,5340345,"fixation",217,19
"3618",3618,4,5340416,5340550,"fixation",134,19
"3621",3621,4,5340622,5340734,"fixation",112,19
"3624",3624,4,5340801,5340953,"fixation",152,19
"3627",3627,4,5341025,5341196,"fixation",171,19
"3630",3630,4,5341252,5341624,"fixation",372,19
"3632",3632,5,5347893,5348126,"fixation",233,19
"3635",3635,5,5348212,5348349,"fixation",137,19
"3638",3638,5,5348419,5348841,"fixation",422,19
"3641",3641,5,5348875,5348984,"fixation",109,19
"3644",3644,5,5349034,5349262,"fixation",228,19
"3646",3646,5,5349398,5349588,"fixation",190,19
"3647",3647,6,5335564,5335694,"fixation",130,19
"3650",3650,6,5335752,5335879,"fixation",127,19
"3653",3653,6,5335962,5336106,"fixation",144,19
"3656",3656,6,5336168,5336280,"fixation",112,19
"3659",3659,6,5336365,5336518,"fixation",153,19
"3662",3662,6,5336566,5336681,"fixation",115,19
"3665",3665,6,5336742,5337046,"fixation",304,19
"3668",3668,6,5337134,5337361,"fixation",227,19
"3669",3669,7,5573397,5573655,"fixation",258,19
"3672",3672,7,5573740,5573885,"fixation",145,19
"3675",3675,7,5573953,5574181,"fixation",228,19
"3678",3678,7,5574224,5574400,"fixation",176,19
"3680",3680,7,5574441,5574718,"fixation",277,19
"3683",3683,7,5574768,5574829,"fixation",61,19
"3684",3684,8,5646383,5646720,"fixation",337,19
"3687",3687,8,5646794,5646942,"fixation",148,19
"3690",3690,8,5647020,5647291,"fixation",271,19
"3693",3693,8,5647334,5647578,"fixation",244,19
"3696",3696,8,5647612,5647749,"fixation",137,19
"3699",3699,8,5647858,5648002,"fixation",144,19
"3702",3702,8,5648070,5648429,"fixation",359,19
"3703",3703,9,5638510,5638648,"fixation",138,19
"3706",3706,9,5638710,5638837,"fixation",127,19
"3709",3709,9,5638896,5639042,"fixation",146,19
"3712",3712,9,5639112,5639300,"fixation",188,19
"3714",3714,9,5639416,5639718,"fixation",302,19
"3717",3717,9,5639766,5639932,"fixation",166,19
"3719",3719,10,5373226,5373407,"fixation",181,19
"3722",3722,10,5373469,5373641,"fixation",172,19
"3725",3725,10,5373705,5373882,"fixation",177,19
"3728",3728,10,5373923,5374071,"fixation",148,19
"3731",3731,10,5374117,5374316,"fixation",199,19
"3735",3735,10,5374518,5374713,"fixation",195,19
"3738",3738,10,5374776,5375009,"fixation",233,19
"3741",3741,10,5375041,5375204,"fixation",163,19
"3744",3744,10,5375248,5375395,"fixation",147,19
"3747",3747,10,5375471,5375635,"fixation",164,19
"3748",3748,11,5550441,5550695,"fixation",254,19
"3751",3751,11,5550759,5550912,"fixation",153,19
"3754",3754,11,5550982,5551089,"fixation",107,19
"3757",3757,11,5551163,5551356,"fixation",193,19
"3760",3760,11,5551445,5551663,"fixation",218,19
"3763",3763,11,5551753,5551927,"fixation",174,19
"3766",3766,11,5552008,5552212,"fixation",204,19
"3770",3770,12,5727519,5727657,"fixation",138,19
"3773",3773,12,5727718,5727839,"fixation",121,19
"3776",3776,12,5727897,5728041,"fixation",144,19
"3779",3779,12,5728105,5728336,"fixation",231,19
"3782",3782,12,5728429,5728824,"fixation",395,19
"3784",3784,12,5728906,5728973,"fixation",67,19
"3786",3786,13,5580730,5580862,"fixation",132,19
"3789",3789,13,5580910,5581084,"fixation",174,19
"3792",3792,13,5581142,5581365,"fixation",223,19
"3795",3795,13,5581435,5581583,"fixation",148,19
"3798",3798,13,5581638,5581795,"fixation",157,19
"3801",3801,13,5581896,5582030,"fixation",134,19
"3804",3804,13,5582089,5582198,"fixation",109,19
"3805",3805,14,5708629,5708825,"fixation",196,19
"3808",3808,14,5708887,5709120,"fixation",233,19
"3811",3811,14,5709180,5709308,"fixation",128,19
"3813",3813,14,5709356,5709640,"fixation",284,19
"3815",3815,14,5709736,5709901,"fixation",165,19
"3818",3818,14,5709962,5710172,"fixation",210,19
"3821",3821,15,5650322,5650532,"fixation",210,19
"3824",3824,15,5650602,5650815,"fixation",213,19
"3827",3827,15,5650895,5651018,"fixation",123,19
"3830",3830,15,5651106,5651326,"fixation",220,19
"3833",3833,15,5651387,5651485,"fixation",98,19
"3836",3836,15,5651542,5651671,"fixation",129,19
"3839",3839,15,5651791,5651909,"fixation",118,19
"3840",3840,16,5351735,5351993,"fixation",258,19
"3843",3843,16,5352061,5352202,"fixation",141,19
"3846",3846,16,5352269,5352505,"fixation",236,19
"3849",3849,16,5352559,5352707,"fixation",148,19
"3852",3852,16,5352734,5352909,"fixation",175,19
"3855",3855,16,5353055,5353214,"fixation",159,19
"3857",3857,16,5353276,5353291,"fixation",15,19
"3858",3858,17,5576821,5577027,"fixation",206,19
"3861",3861,17,5577112,5577289,"fixation",177,19
"3864",3864,17,5577361,5577526,"fixation",165,19
"3867",3867,17,5577594,5577744,"fixation",150,19
"3870",3870,17,5577821,5578005,"fixation",184,19
"3873",3873,17,5578045,5578131,"fixation",86,19
"3876",3876,17,5578187,5578326,"fixation",139,19
"3879",3879,17,5578418,5578556,"fixation",138,19
"3882",3882,17,5578622,5578845,"fixation",223,19
"3883",3883,18,5584228,5584340,"fixation",112,19
"3886",3886,18,5584402,5584575,"fixation",173,19
"3889",3889,18,5584645,5584813,"fixation",168,19
"3892",3892,18,5584871,5585022,"fixation",151,19
"3895",3895,18,5585106,5585404,"fixation",298,19
"3898",3898,18,5585474,5585645,"fixation",171,19
"3901",3901,18,5585712,5585829,"fixation",117,19
"3902",3902,19,5495816,5496040,"fixation",224,19
"3905",3905,19,5496099,5496233,"fixation",134,19
"3908",3908,19,5496299,5496536,"fixation",237,19
"3911",3911,19,5496577,5496730,"fixation",153,19
"3914",3914,19,5496823,5497021,"fixation",198,19
"3917",3917,19,5497068,5497178,"fixation",110,19
"3920",3920,19,5497243,5497400,"fixation",157,19
"3923",3923,19,5497465,5497619,"fixation",154,19
"3926",3926,19,5497695,5497912,"fixation",217,19
"3929",3929,19,5497970,5498012,"fixation",42,19
"3930",3930,20,5343432,5343551,"fixation",119,19
"3933",3933,20,5343603,5343739,"fixation",136,19
"3936",3936,20,5343821,5343950,"fixation",129,19
"3939",3939,20,5344015,5344157,"fixation",142,19
"3942",3942,20,5344226,5344445,"fixation",219,19
"3945",3945,20,5344561,5344818,"fixation",257,19
"3948",3948,20,5344849,5345011,"fixation",162,19
"3949",3949,21,5712963,5713136,"fixation",173,19
"3952",3952,21,5713198,5713309,"fixation",111,19
"3955",3955,21,5713374,5713497,"fixation",123,19
"3958",3958,21,5713557,5713719,"fixation",162,19
"3961",3961,21,5713762,5714002,"fixation",240,19
"3964",3964,21,5714055,5714193,"fixation",138,19
"3967",3967,21,5714289,5714427,"fixation",138,19
"3970",3970,21,5714482,5714716,"fixation",234,19
"3973",3973,21,5714756,5714981,"fixation",225,19
"3974",3974,22,5671145,5671388,"fixation",243,19
"3976",3976,22,5671440,5671632,"fixation",192,19
"3979",3979,22,5671699,5671847,"fixation",148,19
"3982",3982,22,5671916,5672144,"fixation",228,19
"3985",3985,22,5672206,5672421,"fixation",215,19
"3988",3988,22,5672474,5672693,"fixation",219,19
"3989",3989,23,5721932,5722007,"fixation",75,19
"3992",3992,23,5722047,5722170,"fixation",123,19
"3995",3995,23,5722242,5722379,"fixation",137,19
"3998",3998,23,5722445,5722557,"fixation",112,19
"4001",4001,23,5722618,5722837,"fixation",219,19
"4004",4004,23,5722878,5723037,"fixation",159,19
"4007",4007,23,5723091,5723231,"fixation",140,19
"4010",4010,23,5723277,5723413,"fixation",136,19
"4013",4013,23,5723502,5723646,"fixation",144,19
"4016",4016,23,5723706,5723883,"fixation",177,19
"4019",4019,23,5723930,5723981,"fixation",51,19
"4020",4020,24,5546270,5546496,"fixation",226,19
"4023",4023,24,5546564,5546751,"fixation",187,19
"4026",4026,24,5546817,5547030,"fixation",213,19
"4029",4029,24,5547106,5547243,"fixation",137,19
"4032",4032,24,5547306,5547427,"fixation",121,19
"4035",4035,24,5547493,5547706,"fixation",213,19
"4038",4038,24,5547780,5547935,"fixation",155,19
"4041",4041,24,5548006,5548208,"fixation",202,19
"4044",4044,24,5548267,5548517,"fixation",250,19
"4045",4045,25,5541482,5541654,"fixation",172,19
"4048",4048,25,5541714,5541814,"fixation",100,19
"4051",4051,25,5541883,5542240,"fixation",357,19
"4054",4054,25,5542307,5542474,"fixation",167,19
"4057",4057,25,5542554,5542714,"fixation",160,19
"4060",4060,25,5542780,5543236,"fixation",456,19
"4063",4063,25,5543380,5543580,"fixation",200,19
"4066",4066,25,5543653,5543725,"fixation",72,19
"4067",4067,26,5717545,5717802,"fixation",257,19
"4070",4070,26,5717877,5718038,"fixation",161,19
"4073",4073,26,5718132,5718260,"fixation",128,19
"4076",4076,26,5718319,5718669,"fixation",350,19
"4079",4079,26,5718702,5718927,"fixation",225,19
"4082",4082,26,5719069,5719378,"fixation",309,19
"4085",4085,26,5719420,5719501,"fixation",81,19
"4086",4086,27,5680800,5681007,"fixation",207,19
"4089",4089,27,5681064,5681210,"fixation",146,19
"4092",4092,27,5681262,5681385,"fixation",123,19
"4095",4095,27,5681447,5681646,"fixation",199,19
"4098",4098,27,5681708,5681828,"fixation",120,19
"4101",4101,27,5681921,5682106,"fixation",185,19
"4104",4104,27,5682165,5682373,"fixation",208,19
"4105",4105,28,5505895,5506109,"fixation",214,19
"4108",4108,28,5506174,5506302,"fixation",128,19
"4111",4111,28,5506368,5506583,"fixation",215,19
"4114",4114,28,5506657,5506845,"fixation",188,19
"4117",4117,28,5506912,5507097,"fixation",185,19
"4120",4120,28,5507156,5507328,"fixation",172,19
"4123",4123,28,5507438,5507693,"fixation",255,19
"4126",4126,28,5507762,5507940,"fixation",178,19
"4129",4129,28,5508002,5508120,"fixation",118,19
"4132",4132,28,5508193,5508436,"fixation",243,19
"4135",4135,28,5508515,5508960,"fixation",445,19
"4138",4138,28,5509027,5509228,"fixation",201,19
"4142",4142,29,5635238,5635373,"fixation",135,19
"4145",4145,29,5635445,5635573,"fixation",128,19
"4148",4148,29,5635637,5635793,"fixation",156,19
"4151",4151,29,5635854,5636045,"fixation",191,19
"4154",4154,29,5636122,5636273,"fixation",151,19
"4157",4157,29,5636361,5636645,"fixation",284,19
"4158",4158,30,5676569,5676762,"fixation",193,19
"4161",4161,30,5676817,5676978,"fixation",161,19
"4164",4164,30,5677030,5677155,"fixation",125,19
"4167",4167,30,5677212,5677428,"fixation",216,19
"4170",4170,30,5677511,5677707,"fixation",196,19
"4173",4173,30,5677770,5677936,"fixation",166,19
"4176",4176,30,5678002,5678210,"fixation",208,19
"4179",4179,30,5678288,5678475,"fixation",187,19
"4182",4182,30,5678531,5678698,"fixation",167,19
"4185",4185,30,5678758,5678839,"fixation",81,19
"4186",4186,31,5553925,5554086,"fixation",161,19
"4189",4189,31,5554152,5554345,"fixation",193,19
"4192",4192,31,5554405,5554533,"fixation",128,19
"4195",4195,31,5554593,5554819,"fixation",226,19
"4198",4198,31,5554886,5555022,"fixation",136,19
"4201",4201,31,5555160,5555319,"fixation",159,19
"4204",4204,31,5555373,5555518,"fixation",145,19
"4205",4205,32,5587433,5587597,"fixation",164,19
"4208",4208,32,5587651,5587775,"fixation",124,19
"4211",4211,32,5587851,5587994,"fixation",143,19
"4214",4214,32,5588060,5588244,"fixation",184,19
"4217",4217,32,5588299,5588519,"fixation",220,19
"4220",4220,32,5588596,5588902,"fixation",306,19
"4223",4223,32,5588949,5589118,"fixation",169,19
"4227",4227,34,5386776,5387015,"fixation",239,19
"4230",4230,34,5387091,5387238,"fixation",147,19
"4233",4233,34,5387295,5387495,"fixation",200,19
"4236",4236,34,5387631,5387779,"fixation",148,19
"4239",4239,34,5387811,5388011,"fixation",200,19
"4240",4240,35,5390867,5391130,"fixation",263,19
"4243",4243,35,5391196,5391415,"fixation",219,19
"4246",4246,35,5391486,5391655,"fixation",169,19
"4249",4249,35,5391766,5392013,"fixation",247,19
"4252",4252,35,5392067,5392221,"fixation",154,19
"4255",4255,35,5392305,5392453,"fixation",148,19
"4258",4258,35,5392492,5392547,"fixation",55,19
"4259",4259,36,5538071,5538288,"fixation",217,19
"4262",4262,36,5538352,5538547,"fixation",195,19
"4265",4265,36,5538621,5538920,"fixation",299,19
"4268",4268,36,5538987,5539290,"fixation",303,19
"4271",4271,36,5539366,5539463,"fixation",97,19
"4274",4274,36,5539528,5539682,"fixation",154,19
"4277",4277,36,5539761,5539828,"fixation",67,19
"4278",4278,37,5685321,5685603,"fixation",282,19
"4281",4281,37,5685670,5685802,"fixation",132,19
"4284",4284,37,5685863,5686059,"fixation",196,19
"4287",4287,37,5686099,5686282,"fixation",183,19
"4290",4290,37,5686338,5686484,"fixation",146,19
"4293",4293,37,5686576,5686732,"fixation",156,19
"4296",4296,37,5686805,5686957,"fixation",152,19
"4299",4299,37,5687013,5687149,"fixation",136,19
"4300",4300,38,5382285,5382445,"fixation",160,19
"4303",4303,38,5382507,5382646,"fixation",139,19
"4306",4306,38,5382737,5382894,"fixation",157,19
"4309",4309,38,5382959,5383148,"fixation",189,19
"4312",4312,38,5383223,5383387,"fixation",164,19
"4315",4315,38,5383486,5383691,"fixation",205,19
"4316",4316,39,5689206,5689330,"fixation",124,19
"4319",4319,39,5689386,5689549,"fixation",163,19
"4322",4322,39,5689618,5689752,"fixation",134,19
"4325",4325,39,5689810,5690108,"fixation",298,19
"4328",4328,39,5690208,5690334,"fixation",126,19
"4331",4331,39,5690393,5690779,"fixation",386,19
"4334",4334,39,5690833,5690869,"fixation",36,19
"4335",4335,40,5378031,5378221,"fixation",190,19
"4338",4338,40,5378274,5378443,"fixation",169,19
"4341",4341,40,5378494,5378609,"fixation",115,19
"4344",4344,40,5378680,5378853,"fixation",173,19
"4347",4347,40,5378955,5379135,"fixation",180,19
"4350",4350,40,5379197,5379461,"fixation",264,19
"4353",4353,40,5379539,5379675,"fixation",136,19
"4356",4356,40,5379765,5379857,"fixation",92,19
"4358",4358,40,5379939,5379986,"fixation",47,19
"4359",4359,1,9191603,9191657,"fixation",54,20
"4362",4362,1,9191719,9191918,"fixation",199,20
"4365",4365,1,9191984,9192172,"fixation",188,20
"4368",4368,1,9192212,9192371,"fixation",159,20
"4371",4371,1,9192429,9192802,"fixation",373,20
"4374",4374,1,9192855,9193034,"fixation",179,20
"4377",4377,1,9193105,9193242,"fixation",137,20
"4380",4380,1,9193299,9193534,"fixation",235,20
"4383",4383,1,9193603,9193863,"fixation",260,20
"4386",4386,1,9193913,9194210,"fixation",297,20
"4389",4389,1,9194278,9194315,"fixation",37,20
"4391",4391,3,9378181,9378359,"fixation",178,20
"4394",4394,3,9378416,9378648,"fixation",232,20
"4397",4397,3,9378721,9378845,"fixation",124,20
"4400",4400,3,9378918,9379010,"fixation",92,20
"4403",4403,3,9379060,9379337,"fixation",277,20
"4405",4405,3,9379355,9379521,"fixation",166,20
"4408",4408,3,9379563,9379701,"fixation",138,20
"4411",4411,3,9379731,9379772,"fixation",41,20
"4414",4414,3,9379847,9379972,"fixation",125,20
"4417",4417,3,9380003,9380237,"fixation",234,20
"4418",4418,4,9258819,9258991,"fixation",172,20
"4421",4421,4,9259044,9259167,"fixation",123,20
"4424",4424,4,9259228,9259449,"fixation",221,20
"4427",4427,4,9259512,9259652,"fixation",140,20
"4430",4430,4,9259719,9259905,"fixation",186,20
"4433",4433,4,9259963,9260117,"fixation",154,20
"4436",4436,4,9260203,9260399,"fixation",196,20
"4439",4439,4,9260452,9260627,"fixation",175,20
"4440",4440,5,9450138,9450172,"fixation",34,20
"4443",4443,5,9450211,9450406,"fixation",195,20
"4446",4446,5,9450459,9450620,"fixation",161,20
"4449",4449,5,9450681,9450753,"fixation",72,20
"4452",4452,5,9450809,9450892,"fixation",83,20
"4454",4454,5,9450938,9451094,"fixation",156,20
"4456",4456,5,9451140,9451258,"fixation",118,20
"4461",4461,5,9451582,9451746,"fixation",164,20
"4464",4464,5,9451799,9451872,"fixation",73,20
"4467",4467,5,9451938,9452129,"fixation",191,20
"4470",4470,5,9452163,9452206,"fixation",43,20
"4471",4471,6,9297918,9298112,"fixation",194,20
"4474",4474,6,9298176,9298351,"fixation",175,20
"4477",4477,6,9298415,9298602,"fixation",187,20
"4480",4480,6,9298653,9298953,"fixation",300,20
"4483",4483,6,9298991,9299090,"fixation",99,20
"4486",4486,6,9299150,9299435,"fixation",285,20
"4487",4487,7,9454163,9454330,"fixation",167,20
"4490",4490,7,9454400,9454537,"fixation",137,20
"4493",4493,7,9454600,9454712,"fixation",112,20
"4496",4496,7,9454784,9454990,"fixation",206,20
"4499",4499,7,9455058,9455199,"fixation",141,20
"4502",4502,7,9455249,9455511,"fixation",262,20
"4505",4505,7,9455564,9455660,"fixation",96,20
"4508",4508,7,9455729,9455835,"fixation",106,20
"4511",4511,7,9455876,9455981,"fixation",105,20
"4514",4514,7,9456072,9456181,"fixation",109,20
"4517",4517,8,9267982,9268152,"fixation",170,20
"4520",4520,8,9268218,9268347,"fixation",129,20
"4523",4523,8,9268408,9268667,"fixation",259,20
"4526",4526,8,9268711,9269008,"fixation",297,20
"4529",4529,8,9269068,9269196,"fixation",128,20
"4532",4532,8,9269266,9269832,"fixation",566,20
"4535",4535,8,9269898,9270050,"fixation",152,20
"4538",4538,8,9270122,9270243,"fixation",121,20
"4539",4539,9,9028880,9029046,"fixation",166,20
"4542",4542,9,9029108,9029300,"fixation",192,20
"4545",4545,9,9029368,9029576,"fixation",208,20
"4548",4548,9,9029642,9029763,"fixation",121,20
"4551",4551,9,9029819,9030066,"fixation",247,20
"4554",4554,9,9030152,9030459,"fixation",307,20
"4557",4557,9,9030519,9030585,"fixation",66,20
"4560",4560,9,9030676,9031039,"fixation",363,20
"4563",4563,9,9031095,9031344,"fixation",249,20
"4566",4566,9,9031387,9031450,"fixation",63,20
"4567",4567,10,9006551,9006722,"fixation",171,20
"4570",4570,10,9006807,9006974,"fixation",167,20
"4573",4573,10,9007059,9007255,"fixation",196,20
"4576",4576,10,9007337,9007523,"fixation",186,20
"4579",4579,10,9007576,9007703,"fixation",127,20
"4582",4582,10,9007764,9007912,"fixation",148,20
"4585",4585,10,9007971,9008262,"fixation",291,20
"4588",4588,10,9008320,9008518,"fixation",198,20
"4591",4591,10,9008593,9008665,"fixation",72,20
"4594",4594,10,9008941,9009231,"fixation",290,20
"4597",4597,10,9009288,9009401,"fixation",113,20
"4600",4600,10,9009472,9009513,"fixation",41,20
"4601",4601,11,9311298,9311330,"fixation",32,20
"4604",4604,11,9311372,9311533,"fixation",161,20
"4607",4607,11,9311596,9311725,"fixation",129,20
"4610",4610,11,9311770,9311942,"fixation",172,20
"4613",4613,11,9312006,9312056,"fixation",50,20
"4616",4616,11,9312169,9312501,"fixation",332,20
"4620",4620,11,9312841,9312932,"fixation",91,20
"4625",4625,11,9313079,9313123,"fixation",44,20
"4628",4628,11,9313189,9313333,"fixation",144,20
"4631",4631,11,9313387,9313545,"fixation",158,20
"4634",4634,11,9313620,9313762,"fixation",142,20
"4637",4637,12,9398418,9398607,"fixation",189,20
"4640",4640,12,9398674,9398849,"fixation",175,20
"4643",4643,12,9398915,9399184,"fixation",269,20
"4646",4646,12,9399252,9399385,"fixation",133,20
"4649",4649,12,9399468,9399636,"fixation",168,20
"4652",4652,12,9399713,9399827,"fixation",114,20
"4655",4655,12,9399926,9399989,"fixation",63,20
"4658",4658,13,9442655,9442823,"fixation",168,20
"4661",4661,13,9442889,9443164,"fixation",275,20
"4664",4664,13,9443239,9443380,"fixation",141,20
"4667",4667,13,9443467,9443556,"fixation",89,20
"4670",4670,13,9443619,9443741,"fixation",122,20
"4673",4673,13,9443817,9443952,"fixation",135,20
"4676",4676,13,9444021,9444239,"fixation",218,20
"4679",4679,13,9444307,9444660,"fixation",353,20
"4682",4682,13,9444889,9445219,"fixation",330,20
"4685",4685,13,9445288,9445467,"fixation",179,20
"4688",4688,13,9445543,9445606,"fixation",63,20
"4689",4689,14,9401883,9402013,"fixation",130,20
"4692",4692,14,9402070,9402174,"fixation",104,20
"4695",4695,14,9402251,9402403,"fixation",152,20
"4698",4698,14,9402467,9402670,"fixation",203,20
"4701",4701,14,9402735,9402948,"fixation",213,20
"4704",4704,14,9403017,9403227,"fixation",210,20
"4707",4707,14,9403299,9403457,"fixation",158,20
"4710",4710,14,9403512,9403691,"fixation",179,20
"4713",4713,14,9403758,9403912,"fixation",154,20
"4716",4716,14,9403988,9404069,"fixation",81,20
"4719",4719,15,9356923,9357114,"fixation",191,20
"4722",4722,15,9357205,9357318,"fixation",113,20
"4725",4725,15,9357374,9357686,"fixation",312,20
"4728",4728,15,9357758,9357970,"fixation",212,20
"4731",4731,15,9358038,9358225,"fixation",187,20
"4734",4734,15,9358301,9358513,"fixation",212,20
"4737",4737,15,9358588,9358723,"fixation",135,20
"4740",4740,15,9358793,9359020,"fixation",227,20
"4741",4741,16,9417725,9417967,"fixation",242,20
"4744",4744,16,9418037,9418170,"fixation",133,20
"4747",4747,16,9418231,9418391,"fixation",160,20
"4750",4750,16,9418434,9418541,"fixation",107,20
"4753",4753,16,9418645,9418689,"fixation",44,20
"4756",4756,16,9418764,9418882,"fixation",118,20
"4759",4759,16,9418985,9419113,"fixation",128,20
"4762",4762,16,9419162,9419217,"fixation",55,20
"4765",4765,16,9419309,9419483,"fixation",174,20
"4768",4768,16,9419564,9419621,"fixation",57,20
"4769",4769,17,9218959,9219129,"fixation",170,20
"4772",4772,17,9219194,9219276,"fixation",82,20
"4775",4775,17,9219466,9219604,"fixation",138,20
"4778",4778,17,9219659,9219975,"fixation",316,20
"4781",4781,17,9220057,9220308,"fixation",251,20
"4784",4784,17,9220374,9220578,"fixation",204,20
"4787",4787,17,9220635,9220790,"fixation",155,20
"4790",4790,17,9220848,9221060,"fixation",212,20
"4793",4793,17,9221127,9221655,"fixation",528,20
"4796",4796,17,9221730,9221972,"fixation",242,20
"4799",4799,17,9222038,9222299,"fixation",261,20
