"","el_time","x","y","pupil","Unix_time","subject","item","task"
"1",11544527,142.9,471.4,1025,1748352020378,31,17,"sentence_DC"
"2",11544528,142.6,471.4,1025,1748352020379,31,17,"sentence_DC"
"3",11544529,142.4,471.4,1025,1748352020380,31,17,"sentence_DC"
"4",11544530,142.4,471.4,1026,1748352020381,31,17,"sentence_DC"
"5",11544531,142.1,471.4,1027,1748352020382,31,17,"sentence_DC"
"6",11544532,141.7,471.5,1027,1748352020383,31,17,"sentence_DC"
"7",11544533,141.4,471.6,1027,1748352020384,31,17,"sentence_DC"
"8",11544534,141.5,471.9,1027,1748352020385,31,17,"sentence_DC"
"9",11544535,141.5,472.2,1027,1748352020386,31,17,"sentence_DC"
"10",11544536,141.4,472.4,1029,1748352020387,31,17,"sentence_DC"
"11",11544537,141.4,472.3,1032,1748352020388,31,17,"sentence_DC"
"12",11544538,141.5,471.7,1032,1748352020389,31,17,"sentence_DC"
"13",11544539,141.5,471.1,1029,1748352020390,31,17,"sentence_DC"
"14",11544540,141.8,470.9,1027,1748352020391,31,17,"sentence_DC"
"15",11544541,142.1,471.3,1027,1748352020392,31,17,"sentence_DC"
"16",11544542,142.8,471.9,1029,1748352020393,31,17,"sentence_DC"
"17",11544543,143.3,472.3,1030,1748352020394,31,17,"sentence_DC"
"18",11544544,143.7,472.4,1031,1748352020395,31,17,"sentence_DC"
"19",11544545,143.6,472.4,1031,1748352020396,31,17,"sentence_DC"
"20",11544546,143.4,472.4,1030,1748352020397,31,17,"sentence_DC"
"21",11544547,143.3,472.4,1029,1748352020398,31,17,"sentence_DC"
"22",11544548,142.9,471.8,1028,1748352020399,31,17,"sentence_DC"
"23",11544549,142.6,471.2,1028,1748352020400,31,17,"sentence_DC"
"24",11544550,142.3,470.6,1028,1748352020401,31,17,"sentence_DC"
"25",11544551,142.2,470.6,1028,1748352020402,31,17,"sentence_DC"
"26",11544552,142.1,470.6,1028,1748352020403,31,17,"sentence_DC"
"27",11544553,142.1,470.5,1028,1748352020404,31,17,"sentence_DC"
"28",11544554,142.1,470.4,1028,1748352020405,31,17,"sentence_DC"
"29",11544555,142.2,470.3,1028,1748352020406,31,17,"sentence_DC"
"30",11544556,142.2,470.2,1029,1748352020407,31,17,"sentence_DC"
"31",11544557,142.1,470.3,1031,1748352020408,31,17,"sentence_DC"
"32",11544558,142.4,470.6,1032,1748352020409,31,17,"sentence_DC"
"33",11544559,142.7,471,1032,1748352020410,31,17,"sentence_DC"
"34",11544560,143.3,471.2,1031,1748352020411,31,17,"sentence_DC"
"35",11544561,143.6,471.2,1030,1748352020412,31,17,"sentence_DC"
"36",11544562,143.9,471.2,1030,1748352020413,31,17,"sentence_DC"
"37",11544563,144,471.2,1029,1748352020414,31,17,"sentence_DC"
"38",11544564,144.1,471.3,1029,1748352020415,31,17,"sentence_DC"
"39",11544565,144.2,471.5,1029,1748352020416,31,17,"sentence_DC"
"40",11544566,144.3,471.6,1030,1748352020417,31,17,"sentence_DC"
"41",11544567,144.4,471.6,1031,1748352020418,31,17,"sentence_DC"
"42",11544568,144.2,471.1,1031,1748352020419,31,17,"sentence_DC"
"43",11544569,143.8,470.7,1032,1748352020420,31,17,"sentence_DC"
"44",11544570,143.4,470.3,1032,1748352020421,31,17,"sentence_DC"
"45",11544571,143.2,470.1,1032,1748352020422,31,17,"sentence_DC"
"46",11544572,143.6,469.9,1032,1748352020423,31,17,"sentence_DC"
"47",11544573,143.8,469.8,1032,1748352020424,31,17,"sentence_DC"
"48",11544574,143.7,470,1032,1748352020425,31,17,"sentence_DC"
"49",11544575,143.3,470.3,1030,1748352020426,31,17,"sentence_DC"
"50",11544576,143,470.5,1028,1748352020427,31,17,"sentence_DC"
"51",11544577,143.1,470.3,1026,1748352020428,31,17,"sentence_DC"
"52",11544578,143.2,470.3,1025,1748352020429,31,17,"sentence_DC"
"53",11544579,143.8,470.6,1027,1748352020430,31,17,"sentence_DC"
"54",11544580,144.5,471.3,1030,1748352020431,31,17,"sentence_DC"
"55",11544581,145.2,471.8,1033,1748352020432,31,17,"sentence_DC"
"56",11544582,145.3,472.2,1034,1748352020433,31,17,"sentence_DC"
"57",11544583,145.3,472.4,1034,1748352020434,31,17,"sentence_DC"
"58",11544584,145.3,472.7,1034,1748352020435,31,17,"sentence_DC"
"59",11544585,145.3,472.6,1033,1748352020436,31,17,"sentence_DC"
"60",11544586,145.6,472.4,1033,1748352020437,31,17,"sentence_DC"
"61",11544587,145.8,472.3,1033,1748352020438,31,17,"sentence_DC"
"62",11544588,145.9,472.3,1034,1748352020439,31,17,"sentence_DC"
"63",11544589,145.8,472.4,1034,1748352020440,31,17,"sentence_DC"
"64",11544590,146,472.3,1034,1748352020441,31,17,"sentence_DC"
"65",11544591,146.1,472.3,1034,1748352020442,31,17,"sentence_DC"
"66",11544592,146.2,472.2,1034,1748352020443,31,17,"sentence_DC"
"67",11544593,146.2,472.2,1033,1748352020444,31,17,"sentence_DC"
"68",11544594,146.5,472.3,1032,1748352020445,31,17,"sentence_DC"
"69",11544595,146.8,472,1032,1748352020446,31,17,"sentence_DC"
"70",11544596,147.1,471.7,1032,1748352020447,31,17,"sentence_DC"
"71",11544597,147.2,471.9,1034,1748352020448,31,17,"sentence_DC"
"72",11544598,147,472.4,1035,1748352020449,31,17,"sentence_DC"
"73",11544599,146.6,472.9,1035,1748352020450,31,17,"sentence_DC"
"74",11544600,146.6,472.9,1034,1748352020451,31,17,"sentence_DC"
"75",11544601,146.9,472.8,1035,1748352020452,31,17,"sentence_DC"
"76",11544602,147.3,472.7,1035,1748352020453,31,17,"sentence_DC"
"77",11544603,147.3,472.5,1034,1748352020454,31,17,"sentence_DC"
"78",11544604,147.3,472.3,1034,1748352020455,31,17,"sentence_DC"
"79",11544605,147.5,472.2,1033,1748352020456,31,17,"sentence_DC"
"80",11544606,147.6,472.3,1032,1748352020457,31,17,"sentence_DC"
"81",11544607,147.3,472.3,1031,1748352020458,31,17,"sentence_DC"
"82",11544608,146.8,472.3,1031,1748352020459,31,17,"sentence_DC"
"83",11544609,146.3,472.2,1031,1748352020460,31,17,"sentence_DC"
"84",11544610,146.4,472.2,1031,1748352020461,31,17,"sentence_DC"
"85",11544611,146.5,472.3,1031,1748352020462,31,17,"sentence_DC"
"86",11544612,146.6,472.3,1032,1748352020463,31,17,"sentence_DC"
"87",11544613,146.5,472.3,1033,1748352020464,31,17,"sentence_DC"
"88",11544614,146,472.2,1032,1748352020465,31,17,"sentence_DC"
"89",11544615,145.4,472.1,1030,1748352020466,31,17,"sentence_DC"
"90",11544616,145.5,472.5,1030,1748352020467,31,17,"sentence_DC"
"91",11544617,146.2,473,1031,1748352020468,31,17,"sentence_DC"
"92",11544618,146.8,473.6,1033,1748352020469,31,17,"sentence_DC"
"93",11544619,146.6,474,1033,1748352020470,31,17,"sentence_DC"
"94",11544620,146.4,474.4,1033,1748352020471,31,17,"sentence_DC"
