"","el_time","x","y","pupil","Unix_time","subject","item","task"
"1",9002412,142,473.1,1038,1746545127414,20,18,"sentence_DC"
"2",9002413,142.1,473.1,1038,1746545127415,20,18,"sentence_DC"
"3",9002414,142.4,473.1,1039,1746545127416,20,18,"sentence_DC"
"4",9002415,142.8,473.1,1037,1746545127417,20,18,"sentence_DC"
"5",9002416,142.9,473.1,1036,1746545127418,20,18,"sentence_DC"
"6",9002417,142.9,473.1,1035,1746545127419,20,18,"sentence_DC"
"7",9002418,142.7,473.1,1034,1746545127420,20,18,"sentence_DC"
"8",9002419,142.5,473.1,1033,1746545127421,20,18,"sentence_DC"
"9",9002420,142.3,473.3,1032,1746545127422,20,18,"sentence_DC"
"10",9002421,143,473.6,1032,1746545127423,20,18,"sentence_DC"
"11",9002422,143.6,473.8,1033,1746545127424,20,18,"sentence_DC"
"12",9002423,143.4,474,1033,1746545127425,20,18,"sentence_DC"
"13",9002424,142.5,474.4,1033,1746545127426,20,18,"sentence_DC"
"14",9002425,142,474.8,1033,1746545127427,20,18,"sentence_DC"
"15",9002426,142.4,475,1033,1746545127428,20,18,"sentence_DC"
"16",9002427,143.3,475,1033,1746545127429,20,18,"sentence_DC"
"17",9002428,143.8,475.1,1032,1746545127430,20,18,"sentence_DC"
"18",9002429,144.2,475.4,1033,1746545127431,20,18,"sentence_DC"
"19",9002430,144,475.7,1034,1746545127432,20,18,"sentence_DC"
"20",9002431,144,475.4,1035,1746545127433,20,18,"sentence_DC"
"21",9002432,144.2,474.9,1035,1746545127434,20,18,"sentence_DC"
"22",9002433,144.3,475.1,1035,1746545127435,20,18,"sentence_DC"
"23",9002434,144.2,475.8,1034,1746545127436,20,18,"sentence_DC"
"24",9002435,143.9,476.9,1034,1746545127437,20,18,"sentence_DC"
"25",9002436,143.8,477.3,1033,1746545127438,20,18,"sentence_DC"
"26",9002437,143.7,477.8,1033,1746545127439,20,18,"sentence_DC"
"27",9002438,143.6,477.8,1032,1746545127440,20,18,"sentence_DC"
"28",9002439,143.4,477.9,1032,1746545127441,20,18,"sentence_DC"
"29",9002440,143.7,477.8,1033,1746545127442,20,18,"sentence_DC"
"30",9002441,144.1,477.6,1033,1746545127443,20,18,"sentence_DC"
"31",9002442,144.5,477.3,1033,1746545127444,20,18,"sentence_DC"
"32",9002443,144.2,476.7,1032,1746545127445,20,18,"sentence_DC"
"33",9002444,143.9,476.4,1031,1746545127446,20,18,"sentence_DC"
"34",9002445,143.6,475.7,1031,1746545127447,20,18,"sentence_DC"
"35",9002446,143.9,475.3,1032,1746545127448,20,18,"sentence_DC"
"36",9002447,144.2,474.9,1031,1746545127449,20,18,"sentence_DC"
"37",9002448,144.5,474.8,1030,1746545127450,20,18,"sentence_DC"
"38",9002449,144.6,474.6,1029,1746545127451,20,18,"sentence_DC"
"39",9002450,145.3,475.2,1030,1746545127452,20,18,"sentence_DC"
"40",9002451,145.9,475.7,1031,1746545127453,20,18,"sentence_DC"
"41",9002452,146.5,476.2,1031,1746545127454,20,18,"sentence_DC"
"42",9002453,146.3,476,1031,1746545127455,20,18,"sentence_DC"
"43",9002454,145.8,476.1,1031,1746545127456,20,18,"sentence_DC"
"44",9002455,145.3,476.2,1032,1746545127457,20,18,"sentence_DC"
"45",9002456,144.7,475.6,1033,1746545127458,20,18,"sentence_DC"
"46",9002457,144.2,474.9,1033,1746545127459,20,18,"sentence_DC"
"47",9002458,143.7,474.3,1031,1746545127460,20,18,"sentence_DC"
"48",9002459,143.4,474.4,1029,1746545127461,20,18,"sentence_DC"
"49",9002460,144,474.7,1028,1746545127462,20,18,"sentence_DC"
"50",9002461,144.7,475.1,1029,1746545127463,20,18,"sentence_DC"
"51",9002462,144.6,475.4,1030,1746545127464,20,18,"sentence_DC"
"52",9002463,143.9,475.5,1030,1746545127465,20,18,"sentence_DC"
"53",9002464,143.3,475.4,1029,1746545127466,20,18,"sentence_DC"
"54",9002465,143.3,475.3,1028,1746545127467,20,18,"sentence_DC"
"55",9002466,143.4,474.6,1027,1746545127468,20,18,"sentence_DC"
"56",9002467,143.4,474.1,1026,1746545127469,20,18,"sentence_DC"
"57",9002468,143.5,473.7,1026,1746545127470,20,18,"sentence_DC"
"58",9002469,143.6,473.8,1026,1746545127471,20,18,"sentence_DC"
"59",9002470,143.6,473.9,1026,1746545127472,20,18,"sentence_DC"
"60",9002471,144.2,474.1,1026,1746545127473,20,18,"sentence_DC"
"61",9002472,144.8,474.5,1026,1746545127474,20,18,"sentence_DC"
"62",9002473,144.6,474.8,1025,1746545127475,20,18,"sentence_DC"
"63",9002474,143.9,474.8,1026,1746545127476,20,18,"sentence_DC"
"64",9002475,143.5,474.8,1027,1746545127477,20,18,"sentence_DC"
"65",9002476,143.9,475.1,1029,1746545127478,20,18,"sentence_DC"
"66",9002477,144.9,475.7,1030,1746545127479,20,18,"sentence_DC"
"67",9002478,145.4,476.3,1028,1746545127480,20,18,"sentence_DC"
"68",9002479,145.4,476.7,1027,1746545127481,20,18,"sentence_DC"
"69",9002480,144.7,476.7,1027,1746545127482,20,18,"sentence_DC"
"70",9002481,143.9,476.8,1027,1746545127483,20,18,"sentence_DC"
"71",9002482,143.9,476.8,1027,1746545127484,20,18,"sentence_DC"
"72",9002483,143.9,476.7,1027,1746545127485,20,18,"sentence_DC"
"73",9002484,143.4,476.6,1027,1746545127486,20,18,"sentence_DC"
"74",9002485,142.9,476.5,1027,1746545127487,20,18,"sentence_DC"
"75",9002486,142.4,476.5,1026,1746545127488,20,18,"sentence_DC"
"76",9002487,142.4,476.5,1025,1746545127489,20,18,"sentence_DC"
"77",9002488,142.4,476.6,1024,1746545127490,20,18,"sentence_DC"
"78",9002489,142.5,476.4,1024,1746545127491,20,18,"sentence_DC"
"79",9002490,142.6,476.1,1025,1746545127492,20,18,"sentence_DC"
